1	2	1	2	2	1	1	1	2	1
2	2	1	2	2	1	2	1	1	1
3	2	1	2	2	2	2	2	2	2
4	2	1	2	2	2	2	2	2	2
5	2	1	2	2	2	2	2	2	2
6	2	1	2	2	2	2	2	2	2
7	2	1	2	2	2	2	2	2	2
8	2	1	2	2	2	2	2	2	2
9	2	1	2	2	2	2	2	2	2
10	2	1	2	2	2	2	2	2	2
11	2	1	2	2	2	2	2	2	2
12	1	2	1	1	1	2	1	1	2
13	1	2	2	1	1	2	2	1	1
14	1	1	1	1	1	2	1	1	1
15	1	1	1	1	1	1	1	1	1
16	1	1	1	1	1	1	1	1	1
17	1	1	1	1	1	1	1	1	1
18	1	1	1	1	1	1	1	1	1
19	1	1	1	1	1	1	1	1	1
20	1	2	1	1	1	2	2	1	2
21	1	2	1	2	1	2	2	1	1
22	1	2	2	2	1	2	1	1	1
23	1	2	1	1	2	2	2	1	1
24	1	1	1	1	1	2	1	1	1
25	2	1	1	2	1	2	1	1	2
26	2	1	2	1	2	2	2	1	2
27	2	2	2	2	2	2	1	1	1
28	1	1	2	1	1	2	1	1	2
29	2	2	2	2	2	2	1	1	2
30	2	2	2	1	1	2	1	1	2
31	2	2	2	1	2	2	2	2	2
32	1	2	2	1	2	2	1	2	2
33	1	1	2	1	1	2	1	1	2
34	2	1	1	2	1	2	1	1	1
35	1	1	1	1	1	2	1	1	1
36	1	1	1	1	1	1	1	1	1
37	1	2	1	1	1	1	1	1	1
38	2	1	1	1	1	1	1	1	1
39	2	1	1	1	1	1	1	1	1
40	2	1	2	2	1	2	1	1	2
41	2	1	1	2	1	2	1	1	2
42	1	2	2	1	1	2	2	1	2
43	2	2	1	1	1	2	1	1	1
44	2	2	2	1	1	2	1	1	1
45	2	2	2	1	1	2	1	1	1
46	2	2	2	2	1	2	1	1	2
47	2	2	2	2	1	1	1	1	2
48	2	1	2	2	1	1	1	1	2
49	2	2	2	1	1	2	1	1	1
50	2	2	1	2	1	1	1	1	1
51	2	2	2	1	1	2	1	1	2
52	2	2	2	1	1	2	2	1	2
53	1	1	1	1	1	1	1	1	1
54	1	1	1	1	1	1	1	1	1
55	1	1	1	1	1	1	1	1	1
56	1	1	1	1	1	1	1	1	1
57	1	2	1	1	1	2	1	1	1
58	1	2	2	1	2	2	1	1	2
59	1	2	1	1	2	2	1	1	2
60	1	2	2	1	1	2	2	1	2
61	1	2	2	1	2	2	1	2	2
62	1	2	2	1	2	2	2	1	2
63	1	2	2	1	2	2	1	1	1
64	1	2	2	1	1	2	1	1	2
65	2	1	2	2	1	2	1	1	1
66	2	1	2	2	1	2	1	1	2
67	2	1	2	1	1	2	1	1	1
68	2	1	2	1	1	2	1	1	2
69	2	2	2	2	1	2	1	1	2
70	2	1	2	1	1	2	1	1	2
71	2	2	2	2	1	2	1	1	1
72	2	2	2	1	1	2	1	1	2
73	2	1	2	1	1	2	1	1	1
74	1	1	2	1	2	2	1	1	2
75	1	1	2	1	1	2	1	1	2
76	1	1	2	1	1	2	1	1	1
77	1	1	2	1	1	2	2	1	1
78	1	2	2	1	1	2	1	1	2
79	1	1	2	1	2	2	1	1	2
80	2	2	2	2	1	2	1	1	2
81	2	2	2	2	2	2	2	1	1
82	2	2	2	1	2	2	1	1	2
83	2	2	2	1	2	2	1	1	2
84	2	2	2	1	1	2	1	1	2
85	2	2	2	2	2	2	2	1	2
86	2	2	2	1	2	2	1	1	2
87	2	1	2	1	2	2	1	1	2
88	2	2	2	1	2	2	1	1	1
89	2	1	2	2	1	2	1	1	2
90	2	1	2	1	1	2	1	1	2
91	2	1	2	1	1	2	2	1	2
92	2	2	2	1	1	2	1	1	2
93	2	2	2	2	2	2	1	1	2
94	2	2	2	1	2	2	1	1	2
95	2	2	1	1	2	2	1	1	2
96	2	2	2	2	2	2	1	1	1
97	2	2	1	1	1	2	1	1	1
98	2	2	2	1	2	2	1	1	2
99	2	2	2	1	2	2	1	1	1
100	1	1	1	1	1	2	1	1	1
101	2	2	1	1	1	1	1	1	1
102	2	2	1	1	1	1	1	1	1
103	2	2	2	2	1	2	1	1	1
104	2	2	2	1	1	2	1	1	2
105	2	2	2	1	1	2	1	1	1
106	2	1	2	1	1	2	1	1	1
107	2	1	2	1	1	2	1	1	2
108	2	1	2	2	2	2	1	2	1
109	2	1	2	1	2	2	1	1	1
110	2	1	2	1	2	2	1	1	1
111	2	1	1	1	2	1	1	1	1
112	1	1	2	1	1	2	1	1	1
113	1	2	2	1	1	2	1	1	2
114	1	1	2	1	1	2	1	2	1
115	1	1	2	1	1	2	1	1	2
116	1	1	2	1	1	2	1	1	2
117	1	1	2	1	1	2	1	1	2
118	1	1	2	1	1	2	1	1	2
119	1	1	2	1	1	2	1	1	2
120	1	1	2	1	1	2	1	1	1
121	2	1	1	2	1	2	1	1	2
122	2	2	1	2	1	2	2	1	2
123	2	1	1	1	2	2	1	1	2
124	2	2	2	1	2	2	2	1	2
125	2	2	2	2	1	2	2	1	2
126	2	2	1	1	2	2	1	1	2
127	2	1	1	1	2	2	1	2	2
128	2	1	2	1	1	2	2	1	2
129	1	2	2	1	2	2	2	1	2
130	2	2	1	2	1	2	2	1	1
131	1	1	1	1	1	1	1	1	1
132	2	2	1	1	1	1	1	1	1
133	2	2	2	1	1	1	1	1	1
134	2	2	2	1	1	1	2	1	2
135	2	1	2	1	2	2	2	1	1
136	2	2	2	1	2	2	2	2	2
137	2	2	2	1	2	2	2	2	2
138	2	2	2	1	2	2	2	1	2
139	2	2	1	1	2	2	2	1	2
140	2	2	2	1	2	2	2	1	2
141	2	2	2	1	2	2	2	2	2
142	2	2	2	1	2	2	2	2	2
143	1	1	2	1	1	2	1	1	1
144	1	2	2	1	1	1	1	1	1
145	1	2	1	1	1	1	1	1	1
146	2	2	2	1	1	2	1	1	2
147	2	1	2	1	1	2	1	1	2
148	2	2	2	1	1	2	1	1	2
149	2	2	2	2	1	2	2	1	2
150	1	2	2	1	1	2	2	1	2
151	1	2	2	1	1	2	1	1	1
152	1	2	2	1	1	2	1	1	1
153	1	1	2	1	1	2	1	1	1
154	1	1	1	1	1	1	1	1	1
155	1	2	2	1	1	2	1	1	2
156	2	2	1	2	1	2	1	1	2
157	2	2	2	1	1	2	1	1	2
158	2	2	2	1	1	2	1	1	2
159	2	2	1	1	1	2	1	1	2
160	2	2	1	1	1	2	1	1	2
161	2	2	1	1	1	2	1	1	2
162	2	2	1	1	1	2	1	1	2
163	2	2	1	1	1	2	1	1	2
164	2	2	2	1	1	2	1	1	2
165	2	2	1	2	1	2	1	1	2
166	2	2	1	1	1	2	1	1	1
167	2	2	1	1	1	2	1	1	2
168	2	2	2	1	1	2	2	1	2
169	1	1	1	1	1	1	1	1	1
170	2	1	1	2	2	2	2	2	2
171	2	1	2	2	2	2	2	2	2
172	2	1	2	2	2	2	2	2	2
173	2	1	2	2	2	2	2	2	2
174	2	1	2	2	2	2	2	2	2
175	2	1	2	2	2	2	2	2	2
176	2	2	2	2	2	2	2	2	2
177	2	1	2	2	2	2	2	2	2
178	2	1	2	2	2	2	2	2	2
179	2	1	2	2	2	2	2	2	2
180	2	1	2	1	1	2	1	1	2
181	2	2	2	1	2	2	1	1	2
182	1	1	1	1	1	1	1	1	1
183	1	2	1	1	1	1	1	1	1
184	1	2	1	1	1	1	1	1	2
185	1	2	1	1	1	2	1	1	1
186	1	2	2	1	1	2	1	1	2
187	1	2	2	1	1	2	1	1	2
188	1	2	2	1	1	2	1	1	2
189	1	2	2	1	1	1	2	1	2
190	1	2	2	1	1	2	2	1	1
191	1	2	2	1	1	2	1	1	2
192	1	2	2	1	1	2	2	1	2
193	1	2	2	1	1	2	1	1	2
194	1	2	2	1	1	2	1	1	2
195	1	2	2	1	1	2	1	1	1
196	2	2	2	1	1	2	1	1	2
197	2	2	1	2	1	2	1	1	2
198	2	2	2	1	1	2	1	1	2
199	2	2	2	1	1	2	1	1	2
200	2	2	2	1	1	2	1	1	2
201	2	2	2	1	1	2	1	1	2
202	2	2	2	2	1	2	2	2	2
203	2	2	2	1	1	2	1	1	2
204	2	2	2	2	1	2	1	1	2
205	2	2	2	1	2	2	2	1	2
206	2	2	1	1	2	2	1	1	2
207	2	2	1	1	1	2	1	1	2
208	2	2	1	1	1	2	1	1	2
209	2	2	1	1	1	2	1	1	2
210	2	1	2	1	2	2	2	1	2
211	2	1	1	2	1	2	1	1	1
212	2	2	1	2	2	2	1	1	2
213	2	1	2	2	2	2	1	2	1
214	2	1	2	1	2	2	1	1	2
215	2	2	2	2	1	2	2	1	2
216	1	1	2	1	2	2	1	2	2
217	2	2	2	1	2	2	1	2	2
218	1	1	1	1	2	2	2	1	2
219	1	2	1	1	1	1	1	1	1
220	1	2	1	1	1	1	1	1	1
221	1	2	1	1	1	2	1	1	1
222	1	2	1	1	1	1	1	1	1
223	1	2	1	1	1	1	1	1	1
