sInvented,sProcedural,sConceptual,tInitSelect,tCompare,tDiscussQ,tConnectBigIdeas,tConnectOthers,tPressExplain,condition,seg_num,unit,teacher,groups,C1_prob,C2_prob,C3_prob,C4_prob,class
1,1,2,1,1,2,1,2,2,1,16,5,3130500,whole,0,0.039,0.012,0.95,4
1,1,2,1,1,2,1,1,2,1,17,5,3130500,whole,0,0.004,0.011,0.985,4
1,1,1,1,1,2,1,1,1,1,1,2,1070200,small_groups,0.828,0,0.006,0.166,1
2,2,2,1,1,2,1,1,1,1,2,2,1070200,small_groups,0.015,0.007,0.776,0.201,3
2,2,1,1,1,1,1,1,1,1,3,2,1070200,small_groups,0.903,0,0.097,0,1
2,2,1,1,1,2,1,1,1,1,4,2,1070200,small_groups,0.228,0.002,0.707,0.064,3
2,2,1,1,1,2,2,1,2,1,5,2,1070200,small_groups,0,0.146,0.652,0.202,3
2,2,1,1,1,2,1,1,1,1,6,2,1070200,small_groups,0.228,0.002,0.707,0.064,3
2,2,2,2,1,2,2,1,1,1,7,2,1070200,small_groups,0,0.267,0.724,0.009,3
2,2,1,2,1,2,1,1,1,1,8,2,1070200,small_groups,0.014,0.003,0.982,0.001,3
2,2,2,1,2,2,1,1,2,1,9,2,1070200,whole,0,0.203,0.725,0.072,3
2,1,2,1,1,2,1,2,2,1,10,2,1070200,whole,0,0.262,0.357,0.381,4
2,1,2,1,1,2,1,1,1,1,11,2,1070200,whole,0.051,0.009,0.449,0.491,4
2,2,2,1,1,2,2,1,1,1,12,2,1070200,whole,0.004,0.12,0.487,0.389,3
2,2,2,1,1,2,1,1,2,1,13,2,1070200,whole,0,0.028,0.754,0.217,3
1,1,2,1,1,2,1,1,1,1,1,4,1070200,small_groups,0.096,0.001,0.011,0.892,4
1,2,2,1,1,2,1,1,2,1,2,4,1070200,small_groups,0,0.007,0.043,0.949,4
1,1,2,1,1,2,1,1,2,1,3,4,1070200,whole,0,0.004,0.011,0.985,4
1,1,2,1,1,2,1,1,2,1,4,4,1070200,whole,0,0.004,0.011,0.985,4
1,1,2,1,1,1,1,1,1,1,5,4,1070200,small_groups,0.989,0,0.004,0.007,1
1,2,1,1,1,2,1,1,1,1,6,4,1070200,small_groups,0.764,0,0.03,0.206,1
1,1,2,1,1,2,1,1,2,1,7,4,1070200,small_groups,0,0.004,0.011,0.985,4
1,2,2,1,1,2,1,1,2,1,8,4,1070200,small_groups,0,0.007,0.043,0.949,4
1,2,2,1,1,2,2,1,2,1,9,4,1070200,whole,0,0.06,0.014,0.926,4
1,2,2,1,2,2,1,1,2,1,10,4,1070200,whole,0,0.128,0.101,0.77,4
1,2,2,1,1,2,2,1,2,1,11,4,1070200,whole,0,0.06,0.014,0.926,4
1,2,2,1,2,2,1,1,2,1,12,4,1070200,small_groups,0,0.128,0.101,0.77,4
1,1,2,1,2,2,1,1,2,1,13,4,1070200,whole,0,0.073,0.028,0.899,4
1,1,2,1,1,2,1,1,2,1,14,4,1070200,small_groups,0,0.004,0.011,0.985,4
1,2,2,1,1,2,1,1,2,1,15,4,1070200,whole,0,0.007,0.043,0.949,4
1,1,1,1,1,1,1,1,1,1,16,4,1070200,whole,1,0,0,0,1
1,1,2,1,1,2,2,1,1,1,1,5,1070200,small_groups,0.012,0.009,0.004,0.975,4
1,2,2,1,1,2,1,1,2,1,2,5,1070200,whole,0,0.007,0.043,0.949,4
1,1,2,1,2,2,1,1,2,1,3,5,1070200,whole,0,0.073,0.028,0.899,4
1,1,1,1,1,2,1,1,1,1,4,5,1070200,small_groups,0.828,0,0.006,0.166,1
1,1,2,1,2,2,1,1,2,1,5,5,1070200,whole,0,0.073,0.028,0.899,4
1,1,2,1,1,2,2,1,2,1,6,5,1070200,whole,0,0.03,0.003,0.966,4
1,1,2,1,1,2,1,1,2,1,7,5,1070200,whole,0,0.004,0.011,0.985,4
1,2,2,1,1,2,1,1,2,1,8,5,1070200,whole,0,0.007,0.043,0.949,4
1,2,2,1,1,2,2,1,2,1,9,5,1070200,whole,0,0.06,0.014,0.926,4
1,1,2,1,2,2,2,1,2,1,10,5,1070200,seat,0,0.403,0.006,0.591,4
1,1,2,1,1,2,1,1,2,1,11,5,1070200,seat,0,0.004,0.011,0.985,4
1,2,2,1,1,2,1,1,2,1,12,5,1070200,small_groups,0,0.007,0.043,0.949,4
1,1,2,1,1,2,1,1,2,1,13,5,1070200,small_groups,0,0.004,0.011,0.985,4
1,1,2,1,1,2,1,1,2,1,14,5,1070200,whole,0,0.004,0.011,0.985,4
1,1,2,1,1,2,1,1,2,1,1,7,1070200,whole,0,0.004,0.011,0.985,4
1,1,2,1,1,2,1,1,2,1,2,7,1070200,whole,0,0.004,0.011,0.985,4
1,2,2,1,1,2,2,1,2,1,3,7,1070200,whole,0,0.06,0.014,0.926,4
1,2,2,1,1,2,2,1,2,1,4,7,1070200,whole,0,0.06,0.014,0.926,4
1,1,2,1,1,2,2,1,2,1,5,7,1070200,small_groups,0,0.03,0.003,0.966,4
1,1,2,1,1,2,2,1,2,1,6,7,1070200,small_groups,0,0.03,0.003,0.966,4
1,1,2,1,1,2,1,1,2,1,7,7,1070200,whole,0,0.004,0.011,0.985,4
1,1,2,1,1,2,1,1,2,1,8,7,1070200,small_groups,0,0.004,0.011,0.985,4
1,1,2,1,1,2,2,1,2,1,9,7,1070200,whole,0,0.03,0.003,0.966,4
1,1,2,1,1,2,1,1,1,1,10,7,1070200,small_groups,0.096,0.001,0.011,0.892,4
1,1,2,1,1,2,1,1,2,1,11,7,1070200,small_groups,0,0.004,0.011,0.985,4
1,1,2,1,1,2,1,1,2,1,12,7,1070200,whole,0,0.004,0.011,0.985,4
1,1,1,1,1,1,1,1,1,1,13,7,1070200,whole,1,0,0,0,1
2,1,1,2,1,1,1,1,1,1,1,3,3140200,whole,0.698,0,0.302,0,1
2,2,2,2,1,2,1,1,1,1,2,3,3140200,whole,0.001,0.014,0.981,0.004,3
2,2,1,1,1,2,1,1,1,1,3,3,3140200,whole,0.228,0.002,0.707,0.064,3
2,2,2,2,2,2,1,1,1,1,4,3,3140200,whole,0,0.096,0.903,0.001,3
2,2,1,2,1,2,2,1,1,1,5,3,3140200,whole,0.005,0.078,0.914,0.004,3
2,2,2,1,1,2,2,1,1,1,6,3,3140200,whole,0.004,0.12,0.487,0.389,3
2,2,2,1,2,2,1,1,2,1,7,3,3140200,whole,0,0.203,0.725,0.072,3
2,1,2,1,2,2,2,1,1,1,8,3,3140200,whole,0,0.636,0.168,0.195,2
2,1,2,1,2,2,2,2,2,1,9,3,3140200,whole,0,0.985,0.007,0.008,2
2,1,2,1,1,2,1,1,1,1,10,3,3140200,whole,0.051,0.009,0.449,0.491,4
1,1,1,1,1,1,1,1,1,1,1,2,4010100,whole,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1,2,2,4010100,whole,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1,3,2,4010100,whole,1,0,0,0,1
2,2,1,1,1,1,1,1,1,1,4,2,4010100,small_groups,0.903,0,0.097,0,1
2,2,1,1,1,1,1,1,1,1,5,2,4010100,small_groups,0.903,0,0.097,0,1
2,2,2,2,1,2,1,1,2,1,6,2,4010100,small_groups,0,0.053,0.943,0.004,3
2,1,2,2,1,2,1,2,1,1,7,2,4010100,small_groups,0,0.215,0.773,0.011,3
2,2,2,2,1,2,1,2,1,1,8,2,4010100,small_groups,0,0.119,0.878,0.003,3
2,2,2,1,1,2,1,1,2,1,9,2,4010100,small_groups,0,0.028,0.754,0.217,3
2,2,2,1,2,2,1,1,2,1,10,2,4010100,small_groups,0,0.203,0.725,0.072,3
2,1,2,2,1,2,1,1,2,1,11,2,4010100,small_groups,0,0.101,0.883,0.016,3
2,2,2,1,1,2,1,1,1,1,12,2,4010100,small_groups,0.015,0.007,0.776,0.201,3
1,1,1,1,1,2,1,1,1,1,1,2,5070500,small_groups,0.828,0,0.006,0.166,1
2,2,1,1,1,2,1,1,2,1,2,2,5070500,small_groups,0.001,0.008,0.901,0.09,3
2,2,1,1,1,1,1,1,1,1,3,2,5070500,small_groups,0.903,0,0.097,0,1
2,2,2,1,1,2,1,1,2,1,4,2,5070500,small_groups,0,0.028,0.754,0.217,3
2,2,1,1,1,2,1,1,2,1,5,2,5070500,small_groups,0.001,0.008,0.901,0.09,3
2,2,1,1,1,2,1,1,2,1,6,2,5070500,small_groups,0.001,0.008,0.901,0.09,3
2,2,2,2,2,2,1,1,2,1,7,2,5070500,whole,0,0.294,0.705,0.001,3
2,2,2,1,2,2,1,1,2,1,8,2,5070500,small_groups,0,0.203,0.725,0.072,3
2,2,2,1,2,2,1,1,2,1,9,2,5070500,small_groups,0,0.203,0.725,0.072,3
2,2,2,2,2,2,1,1,2,1,10,2,5070500,small_groups,0,0.294,0.705,0.001,3
2,2,1,1,1,2,2,1,2,1,11,2,5070500,small_groups,0,0.146,0.652,0.202,3
2,2,2,2,2,2,1,1,2,1,12,2,5070500,small_groups,0,0.294,0.705,0.001,3
1,2,2,1,1,2,1,1,2,1,13,2,5070500,small_groups,0,0.007,0.043,0.949,4
1,2,2,1,2,2,1,1,2,1,14,2,5070500,small_groups,0,0.128,0.101,0.77,4
1,2,2,1,1,2,2,1,1,1,15,2,5070500,whole,0.009,0.018,0.016,0.958,4
1,2,1,1,1,2,1,1,2,1,16,2,5070500,seat,0.009,0.004,0.114,0.872,4
1,1,1,1,1,1,1,1,1,1,1,2,3030200,whole,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1,2,2,3030200,whole,1,0,0,0,1
2,1,2,2,1,2,1,1,2,1,3,2,3030200,whole,0,0.101,0.883,0.016,3
2,2,2,2,1,2,1,1,1,1,4,2,3030200,small_groups,0.001,0.014,0.981,0.004,3
2,2,2,1,1,2,1,1,2,1,5,2,3030200,whole,0,0.028,0.754,0.217,3
2,2,2,2,1,2,2,1,2,1,6,2,3030200,small_groups,0,0.587,0.407,0.005,2
2,2,2,1,1,2,1,1,1,1,7,2,3030200,small_groups,0.015,0.007,0.776,0.201,3
2,2,2,1,1,2,1,1,2,1,8,2,3030200,small_groups,0,0.028,0.754,0.217,3
2,2,2,2,1,2,1,1,2,1,9,2,3030200,small_groups,0,0.053,0.943,0.004,3
2,2,2,1,1,2,1,1,1,1,10,2,3030200,seat,0.015,0.007,0.776,0.201,3
2,2,2,2,2,2,2,2,2,1,11,2,3030200,whole,0,0.99,0.01,0,2
2,1,2,1,1,2,1,1,1,1,12,2,3030200,whole,0.051,0.009,0.449,0.491,4
2,2,2,2,2,2,1,1,2,1,1,3,3140300,whole,0,0.294,0.705,0.001,3
2,2,1,2,1,2,1,1,2,1,2,3,3140300,whole,0,0.013,0.986,0.001,3
2,2,2,1,2,2,1,1,2,1,3,3,3140300,whole,0,0.203,0.725,0.072,3
2,2,2,2,1,2,1,1,1,1,4,3,3140300,whole,0.001,0.014,0.981,0.004,3
2,2,2,2,2,2,1,2,2,1,5,3,3140300,whole,0,0.799,0.201,0,2
2,2,2,1,1,2,1,1,2,1,6,3,3140300,whole,0,0.028,0.754,0.217,3
2,2,2,2,1,2,1,2,2,1,7,3,3140300,whole,0,0.346,0.651,0.002,3
2,2,1,1,2,2,2,2,2,1,8,3,3140300,whole,0,0.936,0.058,0.005,2
2,2,1,1,2,2,1,2,2,1,9,3,3140300,whole,0,0.376,0.606,0.018,3
2,2,2,1,2,2,1,1,2,1,10,3,3140300,whole,0,0.203,0.725,0.072,3
1,2,2,1,1,2,1,1,2,1,1,5,3140300,whole,0,0.007,0.043,0.949,4
1,2,2,1,1,2,1,1,2,1,2,5,3140300,whole,0,0.007,0.043,0.949,4
1,2,1,1,1,2,1,1,1,1,3,5,3140300,seat,0.764,0,0.03,0.206,1
1,1,2,1,1,2,1,1,2,1,4,5,3140300,seat,0,0.004,0.011,0.985,4
1,2,2,1,2,2,1,1,1,1,5,5,3140300,seat,0.01,0.039,0.121,0.83,4
1,2,2,1,2,2,1,1,2,1,6,5,3140300,seat,0,0.128,0.101,0.77,4
1,2,1,1,2,2,1,1,1,1,7,5,3140300,seat,0.27,0.016,0.211,0.503,4
1,1,1,1,1,1,1,1,1,1,8,5,3140300,seat,1,0,0,0,1
1,1,2,1,1,2,1,1,1,1,9,5,3140300,seat,0.096,0.001,0.011,0.892,4
1,2,2,1,1,2,2,1,2,1,10,5,3140300,whole,0,0.06,0.014,0.926,4
1,1,1,1,1,2,1,1,1,1,11,5,3140300,seat,0.828,0,0.006,0.166,1
1,2,1,1,1,2,1,1,1,1,12,5,3140300,seat,0.764,0,0.03,0.206,1
1,1,2,1,2,2,2,1,2,1,13,5,3140300,whole,0,0.403,0.006,0.591,4
1,1,1,1,1,2,1,1,1,1,1,1,3130100,small_groups,0.828,0,0.006,0.166,1
2,2,2,1,2,2,1,1,2,1,2,1,3130100,small_groups,0,0.203,0.725,0.072,3
2,2,2,2,2,2,2,1,2,1,3,1,3130100,small_groups,0,0.915,0.085,0,2
2,1,1,1,2,2,1,1,2,1,4,1,3130100,small_groups,0,0.104,0.782,0.114,3
1,2,1,1,2,2,1,1,1,1,5,1,3130100,small_groups,0.27,0.016,0.211,0.503,4
2,2,2,1,2,2,2,1,2,1,6,1,3130100,whole,0,0.847,0.117,0.036,2
2,1,2,1,2,2,1,1,2,1,7,1,3130100,small_groups,0,0.288,0.502,0.211,3
2,1,2,1,2,2,2,1,2,1,8,1,3130100,small_groups,0,0.866,0.058,0.075,2
2,1,2,2,2,2,2,1,1,1,9,1,3130100,whole,0,0.847,0.15,0.003,2
2,1,2,1,2,2,2,1,1,1,10,1,3130100,whole,0,0.636,0.168,0.195,2
2,2,2,1,2,2,2,1,2,1,11,1,3130100,small_groups,0,0.847,0.117,0.036,2
2,1,2,1,2,2,2,1,2,1,12,1,3130100,small_groups,0,0.866,0.058,0.075,2
2,1,2,1,1,1,1,1,1,1,13,1,3130100,whole,0.761,0,0.233,0.006,1
1,1,1,1,1,1,1,1,1,1,1,4,3130100,whole,1,0,0,0,1
2,2,1,1,1,1,1,1,1,1,2,4,3130100,small_groups,0.903,0,0.097,0,1
2,2,1,1,1,1,1,1,1,1,3,4,3130100,small_groups,0.903,0,0.097,0,1
2,2,1,1,1,1,1,1,1,1,4,4,3130100,small_groups,0.903,0,0.097,0,1
2,2,1,1,1,1,1,1,1,1,5,4,3130100,small_groups,0.903,0,0.097,0,1
2,2,2,1,1,1,1,1,1,1,6,4,3130100,small_groups,0.364,0,0.631,0.004,3
2,2,1,1,1,2,1,1,1,1,7,4,3130100,small_groups,0.228,0.002,0.707,0.064,3
2,2,2,1,1,2,1,1,1,1,8,4,3130100,small_groups,0.015,0.007,0.776,0.201,3
2,2,2,1,1,2,1,1,1,1,9,4,3130100,small_groups,0.015,0.007,0.776,0.201,3
2,2,1,1,1,2,1,1,1,1,10,4,3130100,whole,0.228,0.002,0.707,0.064,3
1,2,2,1,1,2,1,1,2,1,11,4,3130100,whole,0,0.007,0.043,0.949,4
1,2,1,1,1,2,1,1,1,1,12,4,3130100,whole,0.764,0,0.03,0.206,1
1,2,2,1,1,2,1,1,2,1,13,4,3130100,whole,0,0.007,0.043,0.949,4
1,1,2,1,1,2,1,1,1,1,14,4,3130100,whole,0.096,0.001,0.011,0.892,4
1,1,2,1,1,2,1,1,2,1,1,5,3130100,seat,0,0.004,0.011,0.985,4
1,1,1,1,1,1,1,1,1,1,2,5,3130100,seat,1,0,0,0,1
1,2,2,1,1,2,1,1,1,1,3,5,3130100,seat,0.071,0.002,0.045,0.883,4
1,1,2,1,1,2,1,1,1,1,4,5,3130100,seat,0.096,0.001,0.011,0.892,4
1,1,1,1,1,1,1,1,1,1,5,5,3130100,seat,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1,6,5,3130100,seat,1,0,0,0,1
1,1,2,1,1,2,1,1,1,1,7,5,3130100,small_groups,0.096,0.001,0.011,0.892,4
1,2,2,1,1,2,1,1,1,1,8,5,3130100,small_groups,0.071,0.002,0.045,0.883,4
1,2,2,1,1,2,1,1,1,1,9,5,3130100,whole,0.071,0.002,0.045,0.883,4
1,2,1,1,1,1,1,1,1,1,10,5,3130100,seat,0.998,0,0.001,0,1
1,2,2,1,1,2,1,1,1,1,11,5,3130100,whole,0.071,0.002,0.045,0.883,4
1,1,2,1,1,2,2,1,1,1,12,5,3130100,small_groups,0.012,0.009,0.004,0.975,4
1,1,2,1,1,2,2,1,1,1,13,5,3130100,whole,0.012,0.009,0.004,0.975,4
2,2,1,1,1,1,1,1,1,1,1,2,1070300,small_groups,0.903,0,0.097,0,1
2,2,1,1,1,1,1,1,1,1,2,2,1070300,small_groups,0.903,0,0.097,0,1
2,2,1,1,1,2,1,1,1,1,3,2,1070300,small_groups,0.228,0.002,0.707,0.064,3
2,1,2,1,1,2,1,1,1,1,4,2,1070300,small_groups,0.051,0.009,0.449,0.491,4
2,2,2,1,2,2,1,1,2,1,5,2,1070300,whole,0,0.203,0.725,0.072,3
2,2,2,1,2,2,1,1,1,1,6,2,1070300,whole,0.001,0.062,0.86,0.077,3
2,2,2,1,2,2,1,1,1,1,7,2,1070300,whole,0.001,0.062,0.86,0.077,3
2,2,2,2,1,2,2,1,1,1,8,2,1070300,small_groups,0,0.267,0.724,0.009,3
2,2,2,2,2,2,2,1,2,1,9,2,1070300,whole,0,0.915,0.085,0,2
2,1,2,2,2,2,1,1,2,1,10,2,1070300,small_groups,0,0.459,0.537,0.003,3
2,2,2,2,2,2,1,1,1,1,11,2,1070300,whole,0,0.096,0.903,0.001,3
2,2,1,1,2,2,1,1,1,1,12,2,1070300,whole,0.015,0.016,0.94,0.029,3
1,2,2,1,2,2,2,1,2,1,13,2,1070300,whole,0,0.573,0.017,0.409,2
2,2,2,1,2,2,1,1,2,1,14,2,1070300,whole,0,0.203,0.725,0.072,3
1,1,1,1,1,2,1,1,1,1,1,5,1070300,small_groups,0.828,0,0.006,0.166,1
1,1,2,1,1,2,1,1,2,1,2,5,1070300,whole,0,0.004,0.011,0.985,4
1,2,1,1,1,2,2,1,2,1,3,5,1070300,whole,0.001,0.04,0.039,0.92,4
1,1,1,1,1,1,1,1,1,1,4,5,1070300,whole,1,0,0,0,1
1,1,2,1,2,2,1,1,2,1,5,5,1070300,whole,0,0.073,0.028,0.899,4
1,2,2,1,1,2,1,1,2,1,6,5,1070300,small_groups,0,0.007,0.043,0.949,4
1,2,1,1,1,2,1,1,2,1,7,5,1070300,small_groups,0.009,0.004,0.114,0.872,4
1,1,2,1,2,2,1,1,2,1,8,5,1070300,whole,0,0.073,0.028,0.899,4
1,1,2,1,1,2,1,1,2,1,9,5,1070300,small_groups,0,0.004,0.011,0.985,4
1,1,2,1,1,2,1,1,2,1,10,5,1070300,small_groups,0,0.004,0.011,0.985,4
1,1,2,1,1,2,1,1,1,1,11,5,1070300,small_groups,0.096,0.001,0.011,0.892,4
1,1,1,1,1,2,1,1,1,1,12,5,1070300,whole,0.828,0,0.006,0.166,1
1,2,2,1,1,2,2,1,1,1,13,5,1070300,whole,0.009,0.018,0.016,0.958,4
1,1,2,1,1,2,2,1,2,1,14,5,1070300,small_groups,0,0.03,0.003,0.966,4
1,1,1,1,1,2,2,1,1,1,15,5,1070300,seat,0.367,0.004,0.007,0.622,4
1,1,1,1,1,1,1,1,1,1,16,5,1070300,seat,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1,17,5,1070300,seat,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1,18,5,1070300,seat,1,0,0,0,1
1,2,1,1,1,1,1,1,1,1,19,5,1070300,seat,0.998,0,0.001,0,1
1,1,1,1,1,1,1,1,1,1,20,5,1070300,seat,1,0,0,0,1
1,1,2,1,1,2,1,1,1,1,21,5,1070300,seat,0.096,0.001,0.011,0.892,4
1,1,2,1,1,2,1,1,2,1,22,5,1070300,small_groups,0,0.004,0.011,0.985,4
1,1,2,1,1,2,1,1,1,1,23,5,1070300,whole,0.096,0.001,0.011,0.892,4
1,1,1,1,1,1,1,1,1,1,24,5,1070300,whole,1,0,0,0,1
1,1,1,1,1,2,1,1,1,1,1,7,1070300,small_groups,0.828,0,0.006,0.166,1
1,2,2,1,1,2,1,1,2,1,2,7,1070300,small_groups,0,0.007,0.043,0.949,4
1,2,2,1,1,2,1,1,2,1,3,7,1070300,small_groups,0,0.007,0.043,0.949,4
1,2,2,1,1,2,1,1,2,1,4,7,1070300,small_groups,0,0.007,0.043,0.949,4
1,2,2,1,1,2,1,1,2,1,5,7,1070300,small_groups,0,0.007,0.043,0.949,4
1,2,2,1,1,2,1,1,2,1,6,7,1070300,small_groups,0,0.007,0.043,0.949,4
1,2,2,1,1,2,1,1,2,1,7,7,1070300,small_groups,0,0.007,0.043,0.949,4
1,1,2,1,1,2,1,1,2,1,8,7,1070300,small_groups,0,0.004,0.011,0.985,4
1,2,2,1,1,2,1,1,2,1,9,7,1070300,whole,0,0.007,0.043,0.949,4
1,1,2,1,1,2,1,1,2,1,10,7,1070300,whole,0,0.004,0.011,0.985,4
1,1,2,1,1,2,1,1,2,1,11,7,1070300,whole,0,0.004,0.011,0.985,4
1,1,1,1,1,1,1,1,1,1,1,4,1050400,whole,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1,2,4,1050400,small_groups,1,0,0,0,1
1,2,1,1,1,1,1,1,1,1,3,4,1050400,small_groups,0.998,0,0.001,0,1
1,2,2,1,1,1,1,1,1,1,4,4,1050400,small_groups,0.969,0,0.021,0.01,1
1,2,2,1,1,2,1,1,1,1,5,4,1050400,small_groups,0.071,0.002,0.045,0.883,4
1,1,2,1,1,2,1,1,2,1,6,4,1050400,small_groups,0,0.004,0.011,0.985,4
1,2,1,1,1,2,1,1,1,1,7,4,1050400,small_groups,0.764,0,0.03,0.206,1
1,1,2,1,1,2,2,1,1,1,8,4,1050400,small_groups,0.012,0.009,0.004,0.975,4
1,1,2,1,2,2,2,1,1,1,9,4,1050400,small_groups,0.002,0.16,0.009,0.829,4
1,2,2,1,1,1,1,1,1,1,10,4,1050400,small_groups,0.969,0,0.021,0.01,1
1,1,2,1,1,1,1,1,1,1,11,4,1050400,small_groups,0.989,0,0.004,0.007,1
1,1,2,1,2,2,1,1,1,1,12,4,1050400,small_groups,0.015,0.021,0.032,0.932,4
1,1,2,1,2,2,1,1,2,1,13,4,1050400,whole,0,0.073,0.028,0.899,4
1,2,2,1,1,2,1,1,2,1,1,3,3130200,whole,0,0.007,0.043,0.949,4
1,2,2,1,1,2,2,1,2,1,2,3,3130200,whole,0,0.06,0.014,0.926,4
2,2,1,1,1,1,1,1,1,1,3,3,3130200,small_groups,0.903,0,0.097,0,1
2,2,1,1,1,2,1,1,1,1,4,3,3130200,small_groups,0.228,0.002,0.707,0.064,3
2,2,2,1,1,2,1,1,1,1,5,3,3130200,small_groups,0.015,0.007,0.776,0.201,3
2,2,2,1,1,2,1,1,1,1,6,3,3130200,small_groups,0.015,0.007,0.776,0.201,3
2,2,2,1,1,2,1,1,1,1,7,3,3130200,small_groups,0.015,0.007,0.776,0.201,3
2,2,2,1,1,2,1,1,2,1,8,3,3130200,small_groups,0,0.028,0.754,0.217,3
2,1,2,1,1,2,2,1,2,1,9,3,3130200,small_groups,0,0.295,0.149,0.556,4
2,2,1,2,1,2,1,1,1,1,10,3,3130200,small_groups,0.014,0.003,0.982,0.001,3
2,2,2,1,1,2,2,1,2,1,11,3,3130200,whole,0,0.339,0.35,0.311,3
2,2,2,1,1,2,2,1,1,1,12,3,3130200,whole,0.004,0.12,0.487,0.389,3
2,1,1,1,1,1,1,1,1,1,13,3,3130200,whole,0.981,0,0.019,0,1
1,1,2,1,1,2,1,1,2,1,1,5,3130200,seat,0,0.004,0.011,0.985,4
1,1,2,1,1,2,2,1,1,1,2,5,3130200,seat,0.012,0.009,0.004,0.975,4
1,1,1,1,1,1,1,1,1,1,3,5,3130200,seat,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1,4,5,3130200,seat,1,0,0,0,1
1,2,1,1,1,2,1,1,1,1,5,5,3130200,seat,0.764,0,0.03,0.206,1
1,2,2,1,1,2,1,1,2,1,6,5,3130200,whole,0,0.007,0.043,0.949,4
1,2,2,1,1,2,2,1,2,1,7,5,3130200,whole,0,0.06,0.014,0.926,4
1,2,1,1,1,1,1,1,1,1,8,5,3130200,seat,0.998,0,0.001,0,1
1,1,1,1,1,1,1,1,1,1,9,5,3130200,seat,1,0,0,0,1
1,1,1,1,1,2,1,1,1,1,10,5,3130200,whole,0.828,0,0.006,0.166,1
1,1,1,1,1,2,1,1,1,1,11,5,3130200,whole,0.828,0,0.006,0.166,1
1,2,1,1,1,2,1,1,1,0,1,2,5010100,whole,0.764,0,0.03,0.206,1
1,2,1,1,1,1,1,1,1,0,2,2,5010100,whole,0.998,0,0.001,0,1
1,2,1,1,1,1,1,1,1,0,3,2,5010100,whole,0.998,0,0.001,0,1
1,2,1,1,1,1,1,1,1,0,4,2,5010100,whole,0.998,0,0.001,0,1
1,2,1,1,1,1,1,1,1,0,5,2,5010100,small_groups,0.998,0,0.001,0,1
1,2,1,1,1,1,1,1,1,0,6,2,5010100,small_groups,0.998,0,0.001,0,1
1,2,1,1,1,1,1,1,1,0,7,2,5010100,whole,0.998,0,0.001,0,1
1,2,1,1,1,1,1,1,1,0,8,2,5010100,small_groups,0.998,0,0.001,0,1
1,2,1,1,1,1,1,1,1,0,9,2,5010100,small_groups,0.998,0,0.001,0,1
1,1,1,1,1,1,1,1,1,1,1,1,4040400,whole,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1,2,1,4040400,whole,1,0,0,0,1
2,1,2,2,2,2,1,1,1,1,3,1,4040400,whole,0,0.178,0.817,0.005,3
2,2,2,2,2,2,2,1,1,1,4,1,4040400,whole,0,0.733,0.266,0.001,2
2,1,2,1,2,2,2,1,2,1,5,1,4040400,whole,0,0.866,0.058,0.075,2
2,1,2,1,2,2,2,1,2,1,6,1,4040400,whole,0,0.866,0.058,0.075,2
2,2,2,2,2,2,1,1,1,1,7,1,4040400,whole,0,0.096,0.903,0.001,3
2,2,2,2,2,2,2,1,2,1,8,1,4040400,whole,0,0.915,0.085,0,2
2,1,2,1,1,2,1,1,2,1,9,1,4040400,whole,0,0.033,0.437,0.53,4
2,1,2,1,2,2,2,1,2,1,10,1,4040400,whole,0,0.866,0.058,0.075,2
2,2,2,1,2,2,1,1,2,1,11,1,4040400,whole,0,0.203,0.725,0.072,3
2,1,2,1,1,2,1,1,1,1,12,1,4040400,whole,0.051,0.009,0.449,0.491,4
1,1,1,1,1,1,1,1,1,1,1,5,4040400,small_groups,1,0,0,0,1
1,1,2,1,1,2,1,1,1,1,2,5,4040400,small_groups,0.096,0.001,0.011,0.892,4
1,1,2,1,1,2,1,1,1,1,3,5,4040400,small_groups,0.096,0.001,0.011,0.892,4
1,2,2,1,1,2,1,1,1,1,4,5,4040400,small_groups,0.071,0.002,0.045,0.883,4
1,1,2,1,1,2,1,1,1,1,5,5,4040400,small_groups,0.096,0.001,0.011,0.892,4
1,1,2,1,1,2,1,1,1,1,6,5,4040400,small_groups,0.096,0.001,0.011,0.892,4
1,1,2,1,1,2,2,1,2,1,7,5,4040400,small_groups,0,0.03,0.003,0.966,4
1,2,2,1,1,2,1,1,1,1,8,5,4040400,small_groups,0.071,0.002,0.045,0.883,4
1,2,1,1,1,1,1,1,1,1,9,5,4040400,small_groups,0.998,0,0.001,0,1
1,1,2,1,1,2,1,1,1,1,10,5,4040400,small_groups,0.096,0.001,0.011,0.892,4
1,2,2,1,1,2,1,1,1,1,1,6,4040400,small_groups,0.071,0.002,0.045,0.883,4
2,2,2,2,1,2,2,1,2,1,2,6,4040400,small_groups,0,0.587,0.407,0.005,2
2,1,2,1,1,2,2,1,1,1,3,6,4040400,small_groups,0.008,0.103,0.203,0.685,4
