sInvented,sProcedural,sConceptual,tInitSelect,tCompare,tDiscussQ,tConnectBigIdeas,tConnectOthers,tPressExplain,condition,seg_num,unit,teacher,groups,C1_prob,C2_prob,C3_prob,C4_prob,class
2,2,2,1,1,2,2,1,2,1,4,3,1070300,small_groups,0,0.339,0.35,0.311,3
2,2,2,1,1,2,2,1,2,1,5,3,1070300,small_groups,0,0.339,0.35,0.311,3
2,2,2,1,1,2,1,1,2,1,6,3,1070300,whole,0,0.028,0.754,0.217,3
2,2,2,1,1,2,1,1,2,1,7,3,1070300,whole,0,0.028,0.754,0.217,3
2,2,2,1,1,2,1,1,2,1,8,3,1070300,whole,0,0.028,0.754,0.217,3
2,2,2,1,1,2,1,1,2,1,9,3,1070300,whole,0,0.028,0.754,0.217,3
2,2,1,1,2,2,1,1,2,1,10,3,1070300,whole,0,0.059,0.909,0.032,3
2,2,2,1,2,2,1,1,2,1,11,3,1070300,small_groups,0,0.203,0.725,0.072,3
2,2,2,1,2,2,2,2,2,1,12,3,1070300,whole,0,0.982,0.014,0.004,2
2,2,2,2,1,2,1,1,2,1,13,3,1070300,whole,0,0.053,0.943,0.004,3
2,2,2,2,1,2,2,1,2,1,14,3,1070300,whole,0,0.587,0.407,0.005,2
2,2,2,2,2,2,2,1,2,1,15,3,1070300,whole,0,0.915,0.085,0,2
2,2,2,2,2,2,2,1,2,1,16,3,1070300,whole,0,0.915,0.085,0,2
2,2,2,1,2,2,2,1,2,1,17,3,1070300,whole,0,0.847,0.117,0.036,2
2,2,2,1,1,2,2,1,2,1,18,3,1070300,whole,0,0.339,0.35,0.311,3
2,2,2,1,2,2,2,1,2,1,19,3,1070300,whole,0,0.847,0.117,0.036,2
1,1,2,1,1,2,1,1,2,1,1,4,1070300,small_groups,0,0.004,0.011,0.985,4
1,1,2,1,1,2,2,1,2,1,2,4,1070300,whole,0,0.03,0.003,0.966,4
1,2,2,1,1,2,1,1,2,1,3,4,1070300,small_groups,0,0.007,0.043,0.949,4
1,2,2,1,1,2,1,1,1,1,4,4,1070300,small_groups,0.071,0.002,0.045,0.883,4
1,2,2,1,1,2,2,1,2,1,5,4,1070300,small_groups,0,0.06,0.014,0.926,4
1,1,2,1,1,2,2,1,1,1,6,4,1070300,small_groups,0.012,0.009,0.004,0.975,4
1,2,2,1,1,2,2,2,2,1,7,4,1070300,small_groups,0,0.409,0.01,0.581,4
1,1,2,1,1,2,2,1,2,1,8,4,1070300,small_groups,0,0.03,0.003,0.966,4
1,2,2,1,1,2,2,1,2,1,9,4,1070300,small_groups,0,0.06,0.014,0.926,4
1,1,2,1,1,2,2,1,2,1,10,4,1070300,whole,0,0.03,0.003,0.966,4
1,2,2,1,1,2,1,1,2,1,11,4,1070300,whole,0,0.007,0.043,0.949,4
1,1,2,1,1,2,1,1,2,1,12,4,1070300,whole,0,0.004,0.011,0.985,4
1,1,2,1,1,2,2,1,2,1,13,4,1070300,whole,0,0.03,0.003,0.966,4
1,1,2,1,1,2,1,1,2,1,14,4,1070300,whole,0,0.004,0.011,0.985,4
1,1,2,1,1,2,2,1,1,1,15,4,1070300,small_groups,0.012,0.009,0.004,0.975,4
1,1,2,1,1,2,1,1,2,1,1,6,1070300,whole,0,0.004,0.011,0.985,4
2,1,2,2,1,2,1,1,2,1,2,6,1070300,whole,0,0.101,0.883,0.016,3
2,1,2,1,1,2,2,1,2,1,3,6,1070300,whole,0,0.295,0.149,0.556,4
1,2,2,1,1,2,1,1,2,1,4,6,1070300,whole,0,0.007,0.043,0.949,4
1,2,2,1,1,2,1,1,2,1,5,6,1070300,whole,0,0.007,0.043,0.949,4
1,1,2,1,1,2,2,1,2,1,6,6,1070300,whole,0,0.03,0.003,0.966,4
1,1,2,1,1,2,1,1,2,1,7,6,1070300,small_groups,0,0.004,0.011,0.985,4
1,1,2,1,1,2,1,1,2,1,8,6,1070300,small_groups,0,0.004,0.011,0.985,4
1,1,1,1,1,2,1,1,2,1,9,6,1070300,small_groups,0.013,0.002,0.03,0.955,4
1,1,2,1,1,2,1,1,2,1,10,6,1070300,small_groups,0,0.004,0.011,0.985,4
1,2,2,1,1,2,1,1,2,1,11,6,1070300,small_groups,0,0.007,0.043,0.949,4
1,1,2,1,1,2,1,1,2,1,12,6,1070300,small_groups,0,0.004,0.011,0.985,4
1,2,2,1,1,2,1,1,2,1,13,6,1070300,small_groups,0,0.007,0.043,0.949,4
1,1,1,1,1,2,1,1,2,1,14,6,1070300,small_groups,0.013,0.002,0.03,0.955,4
1,1,2,1,1,2,1,1,2,1,15,6,1070300,seat,0,0.004,0.011,0.985,4
1,2,2,1,1,2,2,1,2,1,16,6,1070300,whole,0,0.06,0.014,0.926,4
1,1,1,1,1,1,1,1,1,1,17,6,1070300,whole,1,0,0,0,1
2,2,1,2,1,2,1,1,2,1,1,1,4010300,whole,0,0.013,0.986,0.001,3
2,1,1,1,1,2,1,1,1,1,2,1,4010300,small_groups,0.568,0.001,0.312,0.118,1
2,2,1,1,1,2,1,1,2,1,3,1,4010300,small_groups,0.001,0.008,0.901,0.09,3
2,2,1,1,1,2,1,1,2,1,4,1,4010300,small_groups,0.001,0.008,0.901,0.09,3
2,2,1,1,2,2,1,1,2,1,5,1,4010300,whole,0,0.059,0.909,0.032,3
2,2,1,1,1,2,1,1,2,1,6,1,4010300,whole,0.001,0.008,0.901,0.09,3
2,2,1,2,2,2,2,1,2,1,7,1,4010300,whole,0,0.714,0.286,0,2
2,2,1,1,2,2,1,1,2,1,8,1,4010300,whole,0,0.059,0.909,0.032,3
2,2,1,1,1,2,1,1,2,1,9,1,4010300,whole,0.001,0.008,0.901,0.09,3
2,2,1,1,1,1,1,1,1,1,1,2,4010300,small_groups,0.903,0,0.097,0,1
2,2,2,1,1,2,1,1,2,1,2,2,4010300,small_groups,0,0.028,0.754,0.217,3
2,2,2,1,1,2,1,1,1,1,3,2,4010300,small_groups,0.015,0.007,0.776,0.201,3
2,2,1,2,1,2,1,1,1,1,4,2,4010300,small_groups,0.014,0.003,0.982,0.001,3
2,2,2,2,2,2,2,1,1,1,5,2,4010300,whole,0,0.733,0.266,0.001,2
2,2,2,1,1,2,1,1,2,1,6,2,4010300,whole,0,0.028,0.754,0.217,3
2,2,2,2,1,2,1,1,2,1,7,2,4010300,whole,0,0.053,0.943,0.004,3
2,1,2,1,1,2,1,1,1,1,8,2,4010300,whole,0.051,0.009,0.449,0.491,4
1,1,2,1,1,2,2,1,1,1,9,2,4010300,whole,0.012,0.009,0.004,0.975,4
2,2,2,2,1,2,1,1,1,1,10,2,4010300,whole,0.001,0.014,0.981,0.004,3
2,2,2,1,1,2,1,1,2,1,11,2,4010300,whole,0,0.028,0.754,0.217,3
1,1,2,1,1,2,1,1,1,1,12,2,4010300,whole,0.096,0.001,0.011,0.892,4
1,1,1,1,1,1,1,1,1,1,13,2,4010300,whole,1,0,0,0,1
2,2,1,2,1,2,1,1,1,1,1,3,4010300,small_groups,0.014,0.003,0.982,0.001,3
1,1,1,1,1,2,1,1,1,1,2,3,4010300,small_groups,0.828,0,0.006,0.166,1
2,2,1,2,1,2,1,1,1,1,3,3,4010300,small_groups,0.014,0.003,0.982,0.001,3
2,2,2,1,1,2,2,1,2,1,4,3,4010300,whole,0,0.339,0.35,0.311,3
2,2,2,2,1,2,2,1,2,1,5,3,4010300,whole,0,0.587,0.407,0.005,2
2,2,2,1,2,2,1,1,1,1,6,3,4010300,whole,0.001,0.062,0.86,0.077,3
2,2,1,1,1,2,1,2,2,1,7,3,4010300,whole,0,0.071,0.854,0.075,3
1,1,1,1,1,2,2,1,1,1,8,3,4010300,small_groups,0.367,0.004,0.007,0.622,4
2,2,2,1,2,2,1,1,2,1,9,3,4010300,whole,0,0.203,0.725,0.072,3
2,2,1,2,1,2,1,1,2,1,10,3,4010300,whole,0,0.013,0.986,0.001,3
2,2,1,1,1,2,1,1,2,1,11,3,4010300,whole,0.001,0.008,0.901,0.09,3
2,2,2,1,1,2,1,1,1,1,12,3,4010300,whole,0.015,0.007,0.776,0.201,3
1,1,2,1,1,2,2,1,2,1,1,4,4010300,whole,0,0.03,0.003,0.966,4
1,1,2,1,1,2,1,1,1,1,2,4,4010300,whole,0.096,0.001,0.011,0.892,4
1,1,2,1,1,2,2,1,2,1,3,4,4010300,whole,0,0.03,0.003,0.966,4
1,1,1,1,1,1,1,1,1,1,4,4,4010300,small_groups,1,0,0,0,1
1,1,1,1,1,2,1,1,1,1,5,4,4010300,small_groups,0.828,0,0.006,0.166,1
1,1,1,1,1,1,1,1,1,1,6,4,4010300,small_groups,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1,7,4,4010300,small_groups,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1,8,4,4010300,small_groups,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1,9,4,4010300,small_groups,1,0,0,0,1
1,2,2,1,1,2,2,1,2,1,10,4,4010300,whole,0,0.06,0.014,0.926,4
1,1,2,1,1,2,1,1,2,1,11,4,4010300,whole,0,0.004,0.011,0.985,4
1,2,2,2,1,2,2,1,1,1,12,4,4010300,whole,0.007,0.464,0.278,0.251,2
1,2,2,1,1,2,2,1,1,1,13,4,4010300,whole,0.009,0.018,0.016,0.958,4
1,1,1,1,1,1,1,1,1,1,1,1,1050400,whole,1,0,0,0,1
2,2,1,1,1,1,1,1,1,1,2,1,1050400,small_groups,0.903,0,0.097,0,1
2,2,1,2,2,2,1,1,2,1,3,1,1050400,whole,0,0.088,0.911,0,3
2,2,2,2,2,2,2,1,2,1,4,1,1050400,small_groups,0,0.915,0.085,0,2
2,2,2,1,2,2,2,1,2,1,5,1,1050400,small_groups,0,0.847,0.117,0.036,2
2,2,2,2,2,2,1,1,2,1,6,1,1050400,small_groups,0,0.294,0.705,0.001,3
2,2,1,2,2,2,2,1,2,1,7,1,1050400,whole,0,0.714,0.286,0,2
2,2,1,2,2,2,2,1,2,1,8,1,1050400,whole,0,0.714,0.286,0,2
1,1,1,1,1,1,1,1,1,1,9,1,1050400,seat,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1,10,1,1050400,seat,1,0,0,0,1
2,2,1,1,1,1,1,1,2,1,11,1,1050400,small_groups,0.028,0.001,0.969,0.002,3
2,1,1,1,1,2,1,1,2,1,12,1,1050400,small_groups,0.004,0.012,0.692,0.292,3
1,1,1,1,1,1,1,1,1,1,13,1,1050400,small_groups,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,3,1050400,small_groups,1,0,0,0,1
1,2,1,1,1,1,1,1,1,1,2,3,1050400,small_groups,0.998,0,0.001,0,1
1,1,1,1,1,2,1,1,1,1,3,3,1050400,small_groups,0.828,0,0.006,0.166,1
1,1,1,1,1,1,1,1,1,1,4,3,1050400,small_groups,1,0,0,0,1
1,2,2,1,1,2,1,1,1,1,5,3,1050400,small_groups,0.071,0.002,0.045,0.883,4
2,1,2,2,1,2,1,1,2,1,6,3,1050400,small_groups,0,0.101,0.883,0.016,3
2,2,2,1,1,2,1,1,2,1,7,3,1050400,small_groups,0,0.028,0.754,0.217,3
2,1,2,2,1,2,1,1,2,1,8,3,1050400,small_groups,0,0.101,0.883,0.016,3
2,2,2,2,1,2,2,1,2,1,9,3,1050400,small_groups,0,0.587,0.407,0.005,2
2,1,2,2,1,2,2,1,2,1,10,3,1050400,small_groups,0,0.737,0.249,0.014,2
2,2,2,1,2,2,2,1,2,1,11,3,1050400,small_groups,0,0.847,0.117,0.036,2
1,1,2,1,1,2,1,1,2,1,1,5,1050400,small_groups,0,0.004,0.011,0.985,4
1,1,2,1,1,2,1,1,2,1,2,5,1050400,small_groups,0,0.004,0.011,0.985,4
1,1,2,1,1,2,1,1,1,1,3,5,1050400,small_groups,0.096,0.001,0.011,0.892,4
1,1,2,1,1,2,1,1,2,1,4,5,1050400,small_groups,0,0.004,0.011,0.985,4
1,1,2,1,1,2,1,1,1,1,5,5,1050400,small_groups,0.096,0.001,0.011,0.892,4
1,1,2,1,1,2,1,1,2,1,6,5,1050400,small_groups,0,0.004,0.011,0.985,4
1,1,2,1,1,2,2,1,2,1,7,5,1050400,whole,0,0.03,0.003,0.966,4
1,1,2,1,1,2,2,2,2,1,8,5,1050400,whole,0,0.254,0.003,0.743,4
1,2,2,1,1,2,1,1,1,1,9,5,1050400,small_groups,0.071,0.002,0.045,0.883,4
1,1,2,1,1,2,2,1,2,1,10,5,1050400,small_groups,0,0.03,0.003,0.966,4
1,1,2,1,1,2,1,1,1,1,11,5,1050400,whole,0.096,0.001,0.011,0.892,4
1,1,1,1,1,1,1,1,1,1,12,5,1050400,whole,1,0,0,0,1
2,1,1,1,1,1,1,1,1,1,1,1,3040300,small_groups,0.981,0,0.019,0,1
2,2,1,1,1,2,1,1,1,1,2,1,3040300,small_groups,0.228,0.002,0.707,0.064,3
2,2,1,1,1,1,1,1,1,1,3,1,3040300,small_groups,0.903,0,0.097,0,1
2,2,2,1,2,2,1,1,1,1,4,1,3040300,small_groups,0.001,0.062,0.86,0.077,3
2,2,1,1,2,2,1,1,2,1,5,1,3040300,whole,0,0.059,0.909,0.032,3
2,2,1,1,2,2,1,1,2,1,6,1,3040300,whole,0,0.059,0.909,0.032,3
2,2,1,1,2,2,1,1,1,1,7,1,3040300,small_groups,0.015,0.016,0.94,0.029,3
2,2,2,1,2,2,1,1,2,1,8,1,3040300,whole,0,0.203,0.725,0.072,3
2,2,1,1,2,2,1,1,2,1,9,1,3040300,whole,0,0.059,0.909,0.032,3
2,2,1,2,2,2,1,1,2,1,10,1,3040300,small_groups,0,0.088,0.911,0,3
2,2,1,2,2,2,1,1,2,1,11,1,3040300,whole,0,0.088,0.911,0,3
2,2,1,2,2,2,1,1,2,1,12,1,3040300,whole,0,0.088,0.911,0,3
2,2,1,1,2,2,1,1,1,1,13,1,3040300,whole,0.015,0.016,0.94,0.029,3
2,2,1,2,1,1,1,1,1,1,1,2,3040300,whole,0.29,0,0.71,0,3
2,2,1,1,1,1,1,1,1,1,2,2,3040300,seat,0.903,0,0.097,0,1
2,2,2,1,1,2,1,1,2,1,3,2,3040300,seat,0,0.028,0.754,0.217,3
2,2,2,2,1,2,1,1,2,1,4,2,3040300,whole,0,0.053,0.943,0.004,3
2,2,2,1,1,2,1,1,2,1,5,2,3040300,small_groups,0,0.028,0.754,0.217,3
2,2,2,1,1,2,1,1,2,1,6,2,3040300,whole,0,0.028,0.754,0.217,3
2,2,2,1,1,2,1,1,2,1,7,2,3040300,whole,0,0.028,0.754,0.217,3
2,2,2,1,2,2,1,1,2,1,8,2,3040300,whole,0,0.203,0.725,0.072,3
2,2,2,2,1,2,1,1,1,1,9,2,3040300,whole,0.001,0.014,0.981,0.004,3
2,2,1,1,1,2,1,1,2,1,10,2,3040300,small_groups,0.001,0.008,0.901,0.09,3
2,2,2,1,2,2,1,1,1,1,11,2,3040300,whole,0.001,0.062,0.86,0.077,3
2,2,2,1,2,2,1,1,2,1,12,2,3040300,small_groups,0,0.203,0.725,0.072,3
2,2,2,1,2,2,2,1,2,1,13,2,3040300,whole,0,0.847,0.117,0.036,2
2,1,2,1,1,2,1,2,2,1,14,2,3040300,whole,0,0.262,0.357,0.381,4
1,1,1,1,1,1,1,1,1,1,1,3,3040300,whole,1,0,0,0,1
2,2,2,2,1,2,1,1,1,1,2,3,3040300,small_groups,0.001,0.014,0.981,0.004,3
2,2,1,1,1,2,1,1,2,1,3,3,3040300,small_groups,0.001,0.008,0.901,0.09,3
2,2,1,1,1,2,1,1,2,1,4,3,3040300,small_groups,0.001,0.008,0.901,0.09,3
2,2,2,1,1,2,1,1,2,1,5,3,3040300,whole,0,0.028,0.754,0.217,3
2,2,2,1,1,2,1,2,2,1,6,3,3040300,small_groups,0,0.222,0.621,0.157,3
2,2,2,1,1,2,1,2,1,1,7,3,3040300,whole,0.001,0.069,0.757,0.173,3
2,2,1,1,1,2,1,1,2,1,8,3,3040300,whole,0.001,0.008,0.901,0.09,3
2,1,2,1,1,2,1,2,2,1,9,3,3040300,whole,0,0.262,0.357,0.381,4
2,2,2,1,1,2,1,1,2,1,10,3,3040300,whole,0,0.028,0.754,0.217,3
2,1,2,1,1,2,1,1,1,1,11,3,3040300,whole,0.051,0.009,0.449,0.491,4
2,2,2,2,1,1,1,2,2,1,12,3,3040300,whole,0,0.032,0.968,0,3
2,2,2,1,1,2,1,2,2,1,13,3,3040300,whole,0,0.222,0.621,0.157,3
2,1,2,2,2,2,1,1,2,1,1,1,3130200,small_groups,0,0.459,0.537,0.003,3
2,1,1,2,2,2,1,1,1,1,2,1,3130200,small_groups,0.004,0.048,0.947,0.002,3
2,1,2,2,2,2,1,1,2,1,3,1,3130200,small_groups,0,0.459,0.537,0.003,3
2,1,2,2,2,2,1,1,2,1,4,1,3130200,small_groups,0,0.459,0.537,0.003,3
2,2,2,2,2,2,2,1,2,1,5,1,3130200,small_groups,0,0.915,0.085,0,2
2,1,2,2,2,2,1,1,2,1,6,1,3130200,whole,0,0.459,0.537,0.003,3
2,2,2,2,2,2,1,1,2,1,7,1,3130200,whole,0,0.294,0.705,0.001,3
2,1,2,2,2,2,1,2,2,1,8,1,3130200,whole,0,0.89,0.109,0.001,2
2,2,1,2,2,1,1,1,2,1,9,1,3130200,whole,0,0.006,0.994,0,3
2,1,2,2,2,2,1,1,2,1,10,1,3130200,whole,0,0.459,0.537,0.003,3
2,1,1,1,1,2,1,1,2,1,11,1,3130200,whole,0.004,0.012,0.692,0.292,3
2,1,1,2,1,1,1,1,1,1,1,2,3130200,whole,0.698,0,0.302,0,1
2,1,1,2,1,1,1,2,1,1,2,2,3130200,whole,0.151,0.003,0.846,0,3
2,1,1,2,1,1,1,2,1,1,3,2,3130200,small_groups,0.151,0.003,0.846,0,3
2,1,1,2,2,1,1,1,1,1,4,2,3130200,small_groups,0.103,0.003,0.894,0,3
2,1,1,2,1,1,1,1,1,1,5,2,3130200,small_groups,0.698,0,0.302,0,1
2,1,2,2,2,1,1,1,1,1,6,2,3130200,small_groups,0.007,0.013,0.979,0,3
2,1,2,2,1,1,1,2,1,1,7,2,3130200,small_groups,0.011,0.017,0.972,0,3
2,1,2,2,1,2,2,2,1,1,8,2,3130200,small_groups,0,0.874,0.121,0.005,2
1,1,2,2,2,2,1,1,2,1,9,2,3130200,whole,0,0.724,0.187,0.089,2
2,1,2,2,2,2,1,1,2,1,10,2,3130200,whole,0,0.459,0.537,0.003,3
2,2,1,2,1,2,2,2,2,1,11,2,3130200,whole,0,0.761,0.238,0.001,2
1,1,2,1,1,2,2,2,2,1,12,2,3130200,whole,0,0.254,0.003,0.743,4
1,2,2,1,1,2,1,2,2,1,13,2,3130200,seat,0,0.074,0.046,0.881,4
1,1,1,1,1,1,1,1,1,1,1,4,3130200,small_groups,1,0,0,0,1
1,2,1,1,1,2,1,1,1,1,2,4,3130200,whole,0.764,0,0.03,0.206,1
1,1,1,2,1,1,1,1,1,1,3,4,3130200,whole,0.995,0,0.005,0,1
2,2,1,1,1,1,1,1,1,1,4,4,3130200,small_groups,0.903,0,0.097,0,1
2,2,1,2,2,2,1,1,2,1,5,4,3130200,small_groups,0,0.088,0.911,0,3
2,2,1,1,1,1,1,1,1,1,6,4,3130200,small_groups,0.903,0,0.097,0,1
2,2,1,1,2,1,1,1,1,1,7,4,3130200,small_groups,0.317,0.001,0.682,0,3
2,2,1,1,1,1,1,1,1,1,8,4,3130200,whole,0.903,0,0.097,0,1
1,2,1,1,2,2,1,1,1,1,9,4,3130200,whole,0.27,0.016,0.211,0.503,4
1,2,1,1,2,2,1,1,1,1,10,4,3130200,whole,0.27,0.016,0.211,0.503,4
2,1,2,1,2,2,1,1,2,1,11,4,3130200,whole,0,0.288,0.502,0.211,3
1,1,1,1,1,1,1,1,1,1,12,4,3130200,whole,1,0,0,0,1
1,2,1,1,1,1,1,1,1,0,1,2,5010100,whole,0.998,0,0.001,0,1
1,2,1,1,1,1,1,1,1,0,2,2,5010100,whole,0.998,0,0.001,0,1
1,2,1,1,1,2,1,1,1,0,3,2,5010100,whole,0.764,0,0.03,0.206,1
1,1,1,1,1,2,1,1,1,0,4,2,5010100,whole,0.828,0,0.006,0.166,1
1,1,1,1,1,2,2,1,1,0,5,2,5010100,whole,0.367,0.004,0.007,0.622,4
1,1,1,1,1,2,2,1,1,0,6,2,5010100,seat,0.367,0.004,0.007,0.622,4
1,2,1,1,1,2,2,1,1,0,7,2,5010100,seat,0.293,0.008,0.032,0.668,4
1,1,1,1,1,2,2,1,1,0,8,2,5010100,seat,0.367,0.004,0.007,0.622,4
1,2,1,1,1,1,1,1,1,0,1,2,5010100,whole,0.998,0,0.001,0,1
1,2,1,1,1,1,1,1,1,0,2,2,5010100,small_groups,0.998,0,0.001,0,1
1,2,1,1,1,1,1,1,1,0,3,2,5010100,whole,0.998,0,0.001,0,1
1,2,1,1,1,1,1,2,1,0,4,2,5010100,small_groups,0.98,0,0.017,0.002,1
1,2,1,1,1,1,1,1,1,0,5,2,5010100,seat,0.998,0,0.001,0,1
1,1,1,1,1,1,1,1,1,0,1,1,1020300,seat,1,0,0,0,1
1,2,1,1,1,1,1,1,1,0,2,1,1020300,small_groups,0.998,0,0.001,0,1
1,1,1,2,1,2,1,1,2,0,3,1,1020300,small_groups,0.012,0.074,0.619,0.295,3
1,2,2,1,1,2,1,1,2,0,4,1,1020300,whole,0,0.007,0.043,0.949,4
1,1,1,1,1,2,1,1,2,0,5,1,1020300,small_groups,0.013,0.002,0.03,0.955,4
1,2,1,1,1,2,1,2,2,0,6,1,1020300,whole,0.001,0.046,0.124,0.829,4
1,1,1,1,1,2,1,1,2,0,7,1,1020300,small_groups,0.013,0.002,0.03,0.955,4
1,2,1,1,1,2,1,1,2,0,8,1,1020300,whole,0.009,0.004,0.114,0.872,4
1,1,1,1,1,1,1,1,1,0,9,1,1020300,whole,1,0,0,0,1
1,2,2,1,1,1,1,1,1,0,10,1,1020300,seat,0.969,0,0.021,0.01,1
1,1,1,1,1,1,1,1,1,0,11,1,1020300,seat,1,0,0,0,1
1,2,2,1,1,2,1,1,1,0,12,1,1020300,seat,0.071,0.002,0.045,0.883,4
1,1,1,1,1,1,1,1,1,0,1,2,1020300,small_groups,1,0,0,0,1
1,1,1,1,1,1,1,1,1,0,2,2,1020300,small_groups,1,0,0,0,1
1,1,2,1,1,2,1,1,2,0,3,2,1020300,small_groups,0,0.004,0.011,0.985,4
1,1,2,1,1,2,1,1,2,0,4,2,1020300,small_groups,0,0.004,0.011,0.985,4
1,2,2,1,1,2,2,1,1,0,5,2,1020300,small_groups,0.009,0.018,0.016,0.958,4
1,2,1,1,1,1,1,1,1,0,6,2,1020300,small_groups,0.998,0,0.001,0,1
1,1,1,1,1,1,1,1,1,0,7,2,1020300,whole,1,0,0,0,1
1,2,1,1,1,2,1,1,1,0,8,2,1020300,whole,0.764,0,0.03,0.206,1
1,1,2,1,2,2,1,1,2,0,9,2,1020300,whole,0,0.073,0.028,0.899,4
1,1,2,1,1,2,1,1,1,0,10,2,1020300,whole,0.096,0.001,0.011,0.892,4
1,1,2,1,1,2,1,1,1,0,11,2,1020300,whole,0.096,0.001,0.011,0.892,4
1,1,1,1,1,1,1,1,1,0,12,2,1020300,whole,1,0,0,0,1
1,1,1,1,1,1,1,1,1,0,13,2,1020300,whole,1,0,0,0,1
1,1,1,1,1,1,1,1,1,0,14,2,1020300,small_groups,1,0,0,0,1
2,2,2,2,1,2,2,2,2,1,1,1,3100200,whole,0,0.932,0.068,0.001,2
2,2,2,2,2,2,1,1,1,1,2,1,3100200,whole,0,0.096,0.903,0.001,3
2,2,2,2,1,2,1,1,2,1,3,1,3100200,whole,0,0.053,0.943,0.004,3
2,2,2,2,2,2,2,1,2,1,4,1,3100200,whole,0,0.915,0.085,0,2
2,2,2,1,1,2,1,1,1,1,5,1,3100200,whole,0.015,0.007,0.776,0.201,3
2,2,2,2,2,1,2,1,1,1,6,1,3100200,whole,0,0.147,0.852,0,3
1,2,2,1,1,1,1,1,2,1,7,1,3100200,whole,0.084,0.006,0.6,0.309,3
1,2,2,1,1,1,1,1,2,1,8,1,3100200,whole,0.084,0.006,0.6,0.309,3
1,1,2,1,1,1,1,1,1,1,9,1,3100200,whole,0.989,0,0.004,0.007,1
1,1,1,1,1,1,1,1,1,0,1,2,1060500,whole,1,0,0,0,1
1,2,1,1,1,1,1,1,1,0,2,2,1060500,whole,0.998,0,0.001,0,1
1,2,1,1,1,1,1,1,1,0,3,2,1060500,seat,0.998,0,0.001,0,1
1,2,1,1,1,1,1,1,1,0,4,2,1060500,seat,0.998,0,0.001,0,1
1,2,1,1,1,1,1,1,1,0,5,2,1060500,seat,0.998,0,0.001,0,1
1,2,2,1,1,1,1,1,1,0,6,2,1060500,seat,0.969,0,0.021,0.01,1
1,2,1,1,1,2,1,1,2,0,7,2,1060500,seat,0.009,0.004,0.114,0.872,4
1,2,1,1,1,1,1,1,1,0,8,2,1060500,seat,0.998,0,0.001,0,1
1,2,1,1,1,1,1,1,1,0,9,2,1060500,seat,0.998,0,0.001,0,1
1,2,2,1,1,2,1,1,2,0,10,2,1060500,whole,0,0.007,0.043,0.949,4
1,1,1,1,1,1,1,1,1,0,11,2,1060500,seat,1,0,0,0,1
1,1,1,1,1,1,1,1,1,0,12,2,1060500,seat,1,0,0,0,1
1,1,1,1,1,1,1,1,1,0,1,1,1060500,seat,1,0,0,0,1
1,1,1,1,1,1,1,1,1,0,2,1,1060500,whole,1,0,0,0,1
1,1,1,1,1,1,1,1,1,0,3,1,1060500,whole,1,0,0,0,1
1,1,1,1,1,1,1,1,1,0,4,1,1060500,whole,1,0,0,0,1
1,2,1,1,1,2,1,1,1,0,5,1,1060500,seat,0.764,0,0.03,0.206,1
1,2,1,1,1,2,1,1,1,0,6,1,1060500,seat,0.764,0,0.03,0.206,1
1,2,1,1,1,2,1,1,1,0,7,1,1060500,whole,0.764,0,0.03,0.206,1
1,2,1,1,1,2,1,1,1,0,8,1,1060500,whole,0.764,0,0.03,0.206,1
1,1,1,1,1,1,1,1,1,0,9,1,1060500,whole,1,0,0,0,1
1,2,1,1,1,2,1,1,1,0,10,1,1060500,whole,0.764,0,0.03,0.206,1
1,2,1,1,1,2,1,1,1,0,11,1,1060500,seat,0.764,0,0.03,0.206,1
1,2,1,1,1,2,1,1,1,0,12,1,1060500,whole,0.764,0,0.03,0.206,1
1,1,1,1,1,1,1,1,1,0,13,1,1060500,seat,1,0,0,0,1
2,2,1,1,1,2,1,2,2,0,1,2,1060400,small_groups,0,0.071,0.854,0.075,3
2,2,2,1,1,2,1,2,1,0,2,2,1060400,small_groups,0.001,0.069,0.757,0.173,3
1,2,1,1,1,2,1,1,1,0,3,2,1060400,whole,0.764,0,0.03,0.206,1
2,2,1,1,1,2,1,2,1,0,4,2,1060400,small_groups,0.022,0.019,0.889,0.071,3
2,2,1,1,1,2,1,2,2,0,5,2,1060400,small_groups,0,0.071,0.854,0.075,3
2,2,1,1,1,2,1,2,1,0,6,2,1060400,small_groups,0.022,0.019,0.889,0.071,3
2,2,2,1,1,2,1,2,1,0,7,2,1060400,small_groups,0.001,0.069,0.757,0.173,3
2,2,1,1,1,1,1,2,2,0,8,2,1060400,small_groups,0.002,0.005,0.991,0.002,3
2,2,1,1,1,1,1,2,2,0,9,2,1060400,seat,0.002,0.005,0.991,0.002,3
2,2,1,1,1,1,1,2,2,0,10,2,1060400,seat,0.002,0.005,0.991,0.002,3
2,2,1,1,2,2,1,2,1,0,11,2,1060400,seat,0.001,0.133,0.842,0.023,3
1,1,1,1,2,1,2,1,1,0,12,2,1060400,whole,0.975,0.003,0.013,0.009,1
1,1,1,1,1,1,1,1,1,0,1,1,1060400,seat,1,0,0,0,1
1,1,1,1,1,1,1,1,1,0,2,1,1060400,whole,1,0,0,0,1
