     1.000     0.000     1.000     0.043     0.957     2.000    1
     1.000     0.000     1.000     0.043     0.957     2.000    2
     1.000     0.000     1.000     0.043     0.957     2.000    3
     1.000     0.000     1.000     0.043     0.957     2.000    4
     1.000     0.000     1.000     0.043     0.957     2.000    5
     1.000     0.000     1.000     0.043     0.957     2.000    6
     1.000     0.000     1.000     0.043     0.957     2.000    7
     1.000     0.000     1.000     0.043     0.957     2.000    8
     1.000     0.000     1.000     0.043     0.957     2.000    9
     1.000     0.000     1.000     0.043     0.957     2.000   10
     1.000     0.000     1.000     0.043     0.957     2.000   11
     0.000     0.000     0.000     0.030     0.970     2.000   12
     0.000     0.000     0.000     0.030     0.970     2.000   13
     1.000     1.000     0.000     0.972     0.028     1.000   14
     1.000     1.000     1.000     0.804     0.196     1.000   15
     1.000     1.000     1.000     0.804     0.196     1.000   16
     1.000     1.000     1.000     0.804     0.196     1.000   17
     1.000     1.000     1.000     0.804     0.196     1.000   18
     1.000     1.000     1.000     0.804     0.196     1.000   19
     1.000     1.000     1.000     0.804     0.196     1.000   20
     1.000     0.000     1.000     0.043     0.957     2.000   21
     1.000     0.000     1.000     0.043     0.957     2.000   22
     0.000     0.000     0.000     0.030     0.970     2.000   23
     1.000     1.000     0.000     0.972     0.028     1.000   24
     1.000     1.000     1.000     0.804     0.196     1.000   25
     1.000     1.000     1.000     0.804     0.196     1.000   26
     1.000     1.000     0.000     0.972     0.028     1.000   27
     1.000     1.000     1.000     0.804     0.196     1.000   28
     1.000     1.000     1.000     0.804     0.196     1.000   29
     1.000     1.000     1.000     0.804     0.196     1.000   30
     1.000     1.000     1.000     0.804     0.196     1.000   31
     1.000     0.000     1.000     0.043     0.957     2.000   32
     1.000     0.000     1.000     0.043     0.957     2.000   33
     0.000     0.000     0.000     0.030     0.970     2.000   34
     0.000     0.000     1.000     0.004     0.996     2.000   35
     0.000     0.000     1.000     0.004     0.996     2.000   36
     1.000     0.000     1.000     0.043     0.957     2.000   37
     1.000     1.000     1.000     0.804     0.196     1.000   38
     1.000     1.000     0.000     0.972     0.028     1.000   39
     1.000     0.000     0.000     0.272     0.728     2.000   40
     1.000     0.000     1.000     0.043     0.957     2.000   41
     1.000     0.000     1.000     0.043     0.957     2.000   42
     1.000     1.000     1.000     0.804     0.196     1.000   43
     1.000     0.000     1.000     0.043     0.957     2.000   44
     1.000     1.000     0.000     0.972     0.028     1.000   45
     0.000     0.000     0.000     0.030     0.970     2.000   46
     0.000     0.000     1.000     0.004     0.996     2.000   47
     0.000     0.000     1.000     0.004     0.996     2.000   48
     1.000     1.000     1.000     0.804     0.196     1.000   49
     1.000     1.000     1.000     0.804     0.196     1.000   50
     1.000     0.000     1.000     0.043     0.957     2.000   51
     1.000     1.000     0.000     0.972     0.028     1.000   52
     1.000     1.000     0.000     0.972     0.028     1.000   53
     1.000     0.000     1.000     0.043     0.957     2.000   54
     1.000     1.000     0.000     0.972     0.028     1.000   55
     1.000     1.000     0.000     0.972     0.028     1.000   56
     1.000     1.000     0.000     0.972     0.028     1.000   57
     0.000     1.000     0.000     0.738     0.262     1.000   58
     0.000     1.000     1.000     0.253     0.747     2.000   59
     0.000     0.000     0.000     0.030     0.970     2.000   60
     0.000     0.000     0.000     0.030     0.970     2.000   61
     0.000     0.000     0.000     0.030     0.970     2.000   62
