     1.000     0.000     1.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.067     0.187     0.073     0.672     2.000     2.000     4.000
     1.000     0.000     1.000     1.000     0.000     0.000     1.000     1.000     1.000     0.000     0.708     0.091     0.141     0.059     1.000     1.000     1.000
     0.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     0.000     0.932     0.027     0.038     0.004     1.000     1.000     1.000
     1.000     1.000     0.000     0.000     0.000     1.000     0.000     1.000     0.000     1.000     0.315     0.036     0.472     0.177     2.000     1.000     3.000
     1.000     1.000     0.000     1.000     1.000     0.000     0.000     1.000     1.000     1.000     0.864     0.080     0.043     0.013     1.000     1.000     1.000
     1.000     1.000     1.000     1.000     1.000     0.000     1.000     1.000     1.000     0.000     0.876     0.112     0.008     0.003     1.000     1.000     1.000
     0.000     1.000     0.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     0.813     0.004     0.179     0.003     1.000     1.000     1.000
     1.000     0.000     1.000     1.000     1.000     0.000     0.000     1.000     1.000     1.000     0.878     0.081     0.032     0.010     1.000     1.000     1.000
     1.000     1.000     1.000     0.000     1.000     1.000     0.000     1.000     0.000     1.000     0.846     0.096     0.042     0.016     1.000     1.000     1.000
     0.000     0.000     1.000     0.000     1.000     0.000     1.000     1.000     0.000     0.000     0.217     0.152     0.191     0.440     2.000     2.000     4.000
     0.000     1.000     1.000     0.000     0.000     1.000     0.000     0.000     1.000     1.000     0.358     0.040     0.439     0.163     2.000     1.000     3.000
     0.000     0.000     1.000     0.000     1.000     1.000     0.000     1.000     1.000     1.000     0.509     0.011     0.449     0.031     1.000     1.000     1.000
     0.000     1.000     0.000     0.000     0.000     1.000     0.000     1.000     1.000     0.000     0.097     0.011     0.648     0.244     2.000     1.000     3.000
     0.000     0.000     1.000     1.000     1.000     0.000     0.000     1.000     1.000     1.000     0.768     0.071     0.124     0.037     1.000     1.000     1.000
     1.000     1.000     1.000     0.000     1.000     0.000     1.000     1.000     1.000     1.000     0.928     0.022     0.046     0.004     1.000     1.000     1.000
     0.000     0.000     0.000     0.000     0.000     1.000     0.000     1.000     1.000     1.000     0.034     0.001     0.904     0.062     2.000     1.000     3.000
     0.000     0.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     0.856     0.004     0.138     0.002     1.000     1.000     1.000
     1.000     0.000     1.000     1.000     1.000     1.000     0.000     0.000     0.000     1.000     0.578     0.358     0.021     0.043     1.000     1.000     1.000
     0.000     1.000     1.000     1.000     1.000     1.000     0.000     1.000     1.000     1.000     0.940     0.020     0.038     0.003     1.000     1.000     1.000
     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.004     0.058     0.018     0.920     2.000     2.000     4.000
     0.000     0.000     1.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.014     0.054     0.069     0.863     2.000     2.000     4.000
     0.000     0.000     0.000     0.000     0.000     1.000     0.000     1.000     0.000     0.000     0.012     0.008     0.320     0.660     2.000     2.000     4.000
     1.000     0.000     1.000     1.000     0.000     1.000     1.000     1.000     1.000     1.000     0.828     0.004     0.165     0.003     1.000     1.000     1.000
     0.000     0.000     0.000     1.000     1.000     1.000     0.000     1.000     1.000     0.000     0.431     0.049     0.377     0.142     2.000     1.000     3.000
     0.000     0.000     1.000     0.000     1.000     1.000     0.000     1.000     1.000     1.000     0.509     0.011     0.449     0.031     1.000     1.000     1.000
     1.000     0.000     0.000     1.000     1.000     1.000     1.000     0.000     0.000     1.000     0.688     0.107     0.135     0.069     1.000     1.000     1.000
     1.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.013     0.044     0.077     0.866     2.000     2.000     4.000
     0.000     0.000     1.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.019     0.052     0.091     0.837     2.000     2.000     4.000
     0.000     0.000     1.000     1.000     0.000     0.000     0.000     1.000     0.000     0.000     0.078     0.218     0.069     0.635     2.000     2.000     4.000
     0.000     1.000     1.000     0.000     1.000     1.000     1.000     0.000     1.000     1.000     0.787     0.022     0.175     0.016     1.000     1.000     1.000
     1.000     0.000     1.000     0.000     1.000     0.000     1.000     1.000     1.000     1.000     0.808     0.019     0.160     0.012     1.000     1.000     1.000
     1.000     0.000     1.000     1.000     1.000     1.000     0.000     1.000     0.000     1.000     0.859     0.098     0.031     0.012     1.000     1.000     1.000
     1.000     1.000     1.000     1.000     1.000     1.000     0.000     1.000     0.000     1.000     0.888     0.101     0.008     0.003     1.000     1.000     1.000
     1.000     1.000     1.000     1.000     0.000     1.000     1.000     1.000     1.000     0.000     0.923     0.027     0.046     0.004     1.000     1.000     1.000
     1.000     1.000     0.000     0.000     1.000     0.000     0.000     0.000     1.000     0.000     0.154     0.425     0.042     0.379     1.000     2.000     2.000
     1.000     1.000     1.000     1.000     1.000     1.000     1.000     0.000     1.000     0.000     0.854     0.134     0.008     0.004     1.000     1.000     1.000
     0.000     0.000     1.000     1.000     0.000     0.000     0.000     1.000     1.000     0.000     0.258     0.131     0.229     0.382     2.000     2.000     4.000
     1.000     1.000     1.000     1.000     0.000     0.000     0.000     1.000     0.000     1.000     0.610     0.309     0.031     0.051     1.000     1.000     1.000
     0.000     0.000     1.000     0.000     1.000     0.000     1.000     1.000     1.000     1.000     0.507     0.012     0.447     0.034     1.000     1.000     1.000
     1.000     0.000     1.000     0.000     1.000     0.000     0.000     0.000     0.000     1.000     0.174     0.479     0.035     0.312     1.000     2.000     2.000
     0.000     0.000     1.000     0.000     1.000     1.000     0.000     1.000     1.000     1.000     0.509     0.011     0.449     0.031     1.000     1.000     1.000
     1.000     0.000     0.000     0.000     1.000     1.000     0.000     1.000     1.000     1.000     0.460     0.010     0.497     0.034     2.000     1.000     3.000
     0.000     1.000     1.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000     0.372     0.034     0.455     0.138     2.000     1.000     3.000
     0.000     1.000     0.000     1.000     0.000     0.000     1.000     1.000     0.000     1.000     0.351     0.045     0.426     0.178     2.000     1.000     3.000
     0.000     1.000     1.000     0.000     1.000     1.000     0.000     1.000     0.000     1.000     0.705     0.080     0.156     0.059     1.000     1.000     1.000
     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.003     0.048     0.019     0.931     2.000     2.000     4.000
     0.000     1.000     0.000     0.000     1.000     1.000     0.000     1.000     1.000     1.000     0.433     0.009     0.523     0.036     2.000     1.000     3.000
     0.000     1.000     0.000     1.000     1.000     1.000     1.000     0.000     1.000     1.000     0.788     0.022     0.174     0.016     1.000     1.000     1.000
     1.000     1.000     0.000     1.000     1.000     0.000     0.000     1.000     1.000     1.000     0.864     0.080     0.043     0.013     1.000     1.000     1.000
     1.000     1.000     0.000     1.000     0.000     0.000     0.000     1.000     1.000     1.000     0.690     0.064     0.189     0.057     1.000     1.000     1.000
     0.000     0.000     0.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     0.528     0.003     0.462     0.008     1.000     1.000     1.000
     1.000     0.000     1.000     1.000     1.000     1.000     0.000     1.000     1.000     1.000     0.944     0.020     0.034     0.002     1.000     1.000     1.000
     1.000     1.000     1.000     1.000     0.000     1.000     1.000     1.000     1.000     0.000     0.923     0.027     0.046     0.004     1.000     1.000     1.000
     0.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     0.000     0.932     0.027     0.038     0.004     1.000     1.000     1.000
     0.000     0.000     0.000     0.000     1.000     0.000     0.000     1.000     0.000     1.000     0.070     0.035     0.336     0.558     2.000     2.000     4.000
     1.000     0.000     1.000     0.000     1.000     1.000     1.000     0.000     1.000     0.000     0.686     0.108     0.136     0.070     1.000     1.000     1.000
     0.000     0.000     1.000     1.000     1.000     0.000     0.000     1.000     0.000     0.000     0.184     0.514     0.030     0.272     1.000     2.000     2.000
     1.000     1.000     1.000     0.000     1.000     1.000     0.000     0.000     1.000     0.000     0.563     0.351     0.028     0.058     1.000     1.000     1.000
     1.000     1.000     0.000     1.000     1.000     1.000     1.000     0.000     1.000     1.000     0.924     0.026     0.046     0.004     1.000     1.000     1.000
     1.000     0.000     1.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.051     0.195     0.056     0.699     2.000     2.000     4.000
     0.000     1.000     1.000     1.000     1.000     1.000     1.000     0.000     1.000     1.000     0.932     0.027     0.038     0.004     1.000     1.000     1.000
     0.000     0.000     1.000     1.000     0.000     1.000     1.000     0.000     1.000     1.000     0.500     0.014     0.444     0.041     1.000     1.000     1.000
     0.000     0.000     0.000     1.000     1.000     1.000     1.000     1.000     0.000     1.000     0.503     0.014     0.441     0.041     1.000     1.000     1.000
     1.000     0.000     1.000     1.000     1.000     1.000     1.000     0.000     1.000     0.000     0.825     0.129     0.030     0.015     1.000     1.000     1.000
     1.000     1.000     1.000     0.000     1.000     1.000     1.000     1.000     1.000     0.000     0.923     0.027     0.046     0.004     1.000     1.000     1.000
     0.000     0.000     1.000     0.000     1.000     1.000     1.000     1.000     1.000     1.000     0.526     0.003     0.464     0.008     1.000     1.000     1.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.011     0.019     0.969     2.000     2.000     4.000
     0.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000     1.000     1.000     0.432     0.049     0.378     0.140     2.000     1.000     3.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.004     0.010     0.097     0.889     2.000     2.000     4.000
     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.070     0.035     0.338     0.558     2.000     2.000     4.000
     0.000     0.000     1.000     1.000     0.000     0.000     1.000     1.000     1.000     1.000     0.506     0.012     0.448     0.034     1.000     1.000     1.000
     1.000     0.000     0.000     1.000     1.000     0.000     0.000     1.000     1.000     1.000     0.741     0.068     0.146     0.044     1.000     1.000     1.000
     0.000     1.000     0.000     1.000     1.000     0.000     0.000     1.000     0.000     0.000     0.166     0.463     0.037     0.335     1.000     2.000     2.000
     1.000     1.000     1.000     1.000     1.000     1.000     0.000     1.000     1.000     0.000     0.887     0.102     0.008     0.003     1.000     1.000     1.000
     1.000     0.000     1.000     1.000     1.000     0.000     1.000     0.000     1.000     1.000     0.849     0.107     0.031     0.013     1.000     1.000     1.000
     0.000     1.000     1.000     0.000     1.000     1.000     0.000     1.000     0.000     0.000     0.433     0.272     0.096     0.198     1.000     1.000     1.000
     0.000     0.000     1.000     1.000     1.000     0.000     0.000     1.000     1.000     1.000     0.768     0.071     0.124     0.037     1.000     1.000     1.000
     0.000     1.000     0.000     1.000     0.000     0.000     1.000     0.000     0.000     1.000     0.176     0.122     0.214     0.487     2.000     2.000     4.000
     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     1.000     0.012     0.008     0.323     0.657     2.000     2.000     4.000
     1.000     0.000     1.000     0.000     0.000     0.000     1.000     1.000     0.000     1.000     0.373     0.048     0.408     0.171     2.000     1.000     3.000
     0.000     0.000     1.000     1.000     1.000     1.000     0.000     0.000     1.000     1.000     0.750     0.085     0.121     0.045     1.000     1.000     1.000
     0.000     0.000     1.000     0.000     0.000     0.000     0.000     1.000     0.000     1.000     0.069     0.035     0.337     0.559     2.000     2.000     4.000
     0.000     1.000     1.000     1.000     1.000     0.000     0.000     0.000     0.000     1.000     0.240     0.662     0.010     0.088     1.000     2.000     2.000
     1.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     1.000     1.000     0.133     0.004     0.790     0.074     2.000     1.000     3.000
     1.000     0.000     1.000     0.000     0.000     0.000     1.000     0.000     1.000     1.000     0.374     0.047     0.409     0.170     2.000     1.000     3.000
     0.000     1.000     1.000     1.000     1.000     1.000     0.000     0.000     0.000     1.000     0.574     0.356     0.023     0.047     1.000     1.000     1.000
     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.014     0.039     0.094     0.853     2.000     2.000     4.000
     0.000     0.000     1.000     0.000     1.000     1.000     0.000     1.000     0.000     1.000     0.430     0.049     0.379     0.142     2.000     1.000     3.000
     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.004     0.058     0.018     0.919     2.000     2.000     4.000
     1.000     0.000     1.000     1.000     1.000     0.000     0.000     1.000     1.000     0.000     0.623     0.317     0.023     0.038     1.000     1.000     1.000
     1.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000     0.113     0.010     0.673     0.204     2.000     1.000     3.000
     0.000     1.000     1.000     1.000     1.000     1.000     0.000     0.000     1.000     1.000     0.856     0.097     0.035     0.013     1.000     1.000     1.000
     0.000     0.000     1.000     0.000     1.000     1.000     1.000     1.000     1.000     1.000     0.526     0.003     0.464     0.008     1.000     1.000     1.000
     1.000     0.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     0.000     0.936     0.027     0.034     0.003     1.000     1.000     1.000
     0.000     1.000     0.000     0.000     0.000     1.000     0.000     1.000     1.000     0.000     0.097     0.011     0.648     0.244     2.000     1.000     3.000
     0.000     0.000     1.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     0.041     0.623     0.007     0.329     1.000     2.000     2.000
     0.000     0.000     0.000     1.000     0.000     0.000     0.000     1.000     0.000     0.000     0.019     0.053     0.091     0.837     2.000     2.000     4.000
     0.000     0.000     0.000     0.000     1.000     0.000     1.000     0.000     0.000     0.000     0.014     0.055     0.069     0.862     2.000     2.000     4.000
     1.000     1.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.033     0.505     0.009     0.453     1.000     2.000     2.000
     0.000     0.000     1.000     1.000     1.000     1.000     0.000     0.000     1.000     0.000     0.473     0.295     0.076     0.156     1.000     1.000     1.000
     0.000     1.000     1.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.209     0.107     0.256     0.428     2.000     2.000     4.000
     0.000     0.000     0.000     0.000     1.000     1.000     0.000     1.000     1.000     0.000     0.130     0.015     0.622     0.234     2.000     1.000     3.000
     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.003     0.011     0.073     0.914     2.000     2.000     4.000
     1.000     1.000     1.000     1.000     1.000     0.000     1.000     1.000     0.000     1.000     0.877     0.112     0.008     0.003     1.000     1.000     1.000
     1.000     0.000     1.000     1.000     1.000     1.000     1.000     0.000     0.000     1.000     0.826     0.129     0.030     0.015     1.000     1.000     1.000
     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.004     0.058     0.018     0.919     2.000     2.000     4.000
     0.000     1.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000     0.000     0.154     0.133     0.186     0.526     2.000     2.000     4.000
     0.000     0.000     1.000     1.000     1.000     1.000     0.000     0.000     1.000     1.000     0.750     0.085     0.121     0.045     1.000     1.000     1.000
     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.052     0.026     0.348     0.574     2.000     2.000     4.000
     0.000     0.000     1.000     0.000     0.000     1.000     1.000     1.000     0.000     1.000     0.157     0.005     0.766     0.072     2.000     1.000     3.000
     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.004     0.058     0.018     0.920     2.000     2.000     4.000
     0.000     1.000     1.000     1.000     1.000     0.000     1.000     0.000     0.000     1.000     0.548     0.380     0.022     0.050     1.000     1.000     1.000
     0.000     0.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     0.000     0.830     0.024     0.134     0.013     1.000     1.000     1.000
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.010     0.008     0.257     0.725     2.000     2.000     4.000
     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     1.000     1.000     0.027     0.003     0.708     0.263     2.000     1.000     3.000
     0.000     0.000     0.000     1.000     1.000     0.000     0.000     1.000     1.000     1.000     0.448     0.041     0.392     0.119     2.000     1.000     3.000
     0.000     0.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     0.856     0.004     0.138     0.002     1.000     1.000     1.000
     0.000     0.000     1.000     1.000     0.000     0.000     0.000     1.000     1.000     1.000     0.445     0.041     0.395     0.120     2.000     1.000     3.000
     0.000     0.000     1.000     1.000     0.000     1.000     1.000     0.000     1.000     0.000     0.400     0.063     0.355     0.183     2.000     1.000     3.000
     1.000     1.000     1.000     0.000     1.000     0.000     0.000     0.000     1.000     0.000     0.234     0.648     0.012     0.106     1.000     2.000     2.000
     0.000     0.000     0.000     1.000     0.000     1.000     0.000     0.000     0.000     0.000     0.016     0.054     0.076     0.854     2.000     2.000     4.000
     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     1.000     0.000     0.012     0.008     0.322     0.658     2.000     2.000     4.000
     1.000     1.000     1.000     1.000     0.000     0.000     1.000     1.000     1.000     0.000     0.834     0.107     0.042     0.018     1.000     1.000     1.000
     1.000     1.000     1.000     1.000     1.000     0.000     1.000     1.000     1.000     1.000     0.968     0.022     0.009     0.001     1.000     1.000     1.000
     1.000     0.000     1.000     1.000     1.000     0.000     1.000     1.000     1.000     0.000     0.848     0.109     0.031     0.013     1.000     1.000     1.000
     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     1.000     0.012     0.008     0.323     0.657     2.000     2.000     4.000
     1.000     1.000     1.000     1.000     0.000     1.000     0.000     0.000     1.000     1.000     0.846     0.096     0.042     0.016     1.000     1.000     1.000
     1.000     1.000     0.000     1.000     1.000     1.000     1.000     0.000     1.000     1.000     0.924     0.026     0.046     0.004     1.000     1.000     1.000
     0.000     1.000     1.000     1.000     1.000     0.000     0.000     1.000     0.000     0.000     0.238     0.664     0.010     0.088     1.000     2.000     2.000
     1.000     1.000     0.000     1.000     1.000     1.000     0.000     0.000     1.000     0.000     0.564     0.351     0.028     0.057     1.000     1.000     1.000
     0.000     0.000     1.000     0.000     0.000     1.000     0.000     1.000     1.000     1.000     0.161     0.003     0.782     0.053     2.000     1.000     3.000
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     1.000     1.000     0.033     0.001     0.883     0.082     2.000     1.000     3.000
     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     1.000     1.000     0.260     0.130     0.230     0.380     2.000     2.000     4.000
     1.000     0.000     1.000     1.000     0.000     0.000     1.000     1.000     0.000     1.000     0.709     0.090     0.141     0.059     1.000     1.000     1.000
     1.000     0.000     0.000     1.000     0.000     1.000     1.000     1.000     1.000     0.000     0.451     0.013     0.490     0.046     2.000     1.000     3.000
     0.000     1.000     0.000     1.000     1.000     1.000     0.000     0.000     1.000     0.000     0.436     0.272     0.096     0.196     1.000     1.000     1.000
     0.000     0.000     0.000     1.000     0.000     1.000     1.000     1.000     1.000     0.000     0.158     0.005     0.765     0.072     2.000     1.000     3.000
     0.000     1.000     0.000     0.000     0.000     1.000     1.000     1.000     1.000     1.000     0.129     0.001     0.856     0.015     2.000     1.000     3.000
     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.013     0.194     0.016     0.778     2.000     2.000     4.000
     1.000     0.000     0.000     0.000     1.000     0.000     0.000     1.000     0.000     1.000     0.228     0.116     0.247     0.410     2.000     2.000     4.000
     0.000     0.000     0.000     1.000     1.000     1.000     0.000     1.000     1.000     0.000     0.431     0.049     0.377     0.142     2.000     1.000     3.000
     0.000     0.000     1.000     1.000     1.000     1.000     1.000     0.000     0.000     0.000     0.404     0.347     0.065     0.184     1.000     2.000     2.000
     0.000     0.000     1.000     1.000     1.000     0.000     0.000     0.000     0.000     1.000     0.186     0.513     0.030     0.271     1.000     2.000     2.000
     0.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.052     0.026     0.345     0.577     2.000     2.000     4.000
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     1.000     1.000     0.033     0.001     0.883     0.082     2.000     1.000     3.000
     0.000     0.000     0.000     0.000     1.000     0.000     0.000     1.000     1.000     1.000     0.136     0.013     0.653     0.198     2.000     1.000     3.000
     0.000     1.000     0.000     1.000     0.000     1.000     0.000     1.000     1.000     1.000     0.431     0.009     0.524     0.036     2.000     1.000     3.000
     1.000     1.000     0.000     1.000     0.000     0.000     0.000     1.000     1.000     1.000     0.690     0.064     0.189     0.057     1.000     1.000     1.000
     0.000     0.000     1.000     1.000     0.000     0.000     0.000     1.000     0.000     0.000     0.078     0.218     0.069     0.635     2.000     2.000     4.000
     0.000     1.000     1.000     1.000     1.000     0.000     0.000     1.000     1.000     0.000     0.618     0.315     0.025     0.042     1.000     1.000     1.000
     0.000     1.000     1.000     0.000     1.000     1.000     1.000     1.000     1.000     1.000     0.812     0.004     0.180     0.003     1.000     1.000     1.000
     1.000     0.000     0.000     1.000     1.000     1.000     1.000     0.000     1.000     0.000     0.687     0.108     0.135     0.070     1.000     1.000     1.000
     1.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.014     0.214     0.015     0.757     2.000     2.000     4.000
     0.000     0.000     1.000     0.000     0.000     1.000     0.000     0.000     0.000     1.000     0.061     0.038     0.297     0.604     2.000     2.000     4.000
     0.000     1.000     0.000     1.000     1.000     0.000     1.000     1.000     0.000     1.000     0.694     0.088     0.153     0.064     1.000     1.000     1.000
     0.000     0.000     0.000     0.000     0.000     1.000     0.000     1.000     0.000     0.000     0.012     0.008     0.320     0.660     2.000     2.000     4.000
     0.000     0.000     1.000     1.000     0.000     1.000     1.000     1.000     1.000     1.000     0.524     0.003     0.465     0.008     1.000     1.000     1.000
     1.000     1.000     1.000     1.000     0.000     0.000     0.000     0.000     1.000     1.000     0.611     0.307     0.031     0.051     1.000     1.000     1.000
     0.000     0.000     1.000     1.000     1.000     1.000     0.000     1.000     0.000     0.000     0.472     0.296     0.076     0.156     1.000     1.000     1.000
     0.000     0.000     1.000     1.000     1.000     1.000     0.000     1.000     1.000     0.000     0.749     0.086     0.120     0.045     1.000     1.000     1.000
     1.000     1.000     1.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     0.060     0.912     0.001     0.027     1.000     2.000     2.000
     1.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.448     0.225     0.123     0.203     1.000     1.000     1.000
     0.000     0.000     1.000     0.000     1.000     1.000     0.000     1.000     0.000     0.000     0.231     0.145     0.204     0.420     2.000     2.000     4.000
     0.000     0.000     1.000     1.000     1.000     1.000     1.000     0.000     1.000     0.000     0.714     0.112     0.115     0.059     1.000     1.000     1.000
